"Time [s]","Process load","System load"
0.0,0,0
1.0,18.47,26.14
2.0,18.43,27.77
3.0,5.07,11.72
4.01,0.78,7.54
5.01,9.75,12.87
6.01,20.7,26.43
7.01,22.11,30.3
8.01,11.7,14.56
9.01,19.73,24.01
10.01,17.45,22.39
11.02,24.85,38.24
12.02,13.54,17.45
13.02,13.54,22.78
14.02,21.44,27.55
15.02,18.87,25
16.02,19.14,25.39
17.02,18.62,29.81
18.02,17.83,22.13
19.02,16.52,20.28
20.02,12.74,16.91
21.03,18.75,25.77
22.04,14.59,21.44
23.04,20.36,26.85
24.04,5.72,11.84
25.04,6.5,13.28
26.04,4.04,10.94
27.04,2.59,10.13
28.04,2.33,8.59
29.05,1.69,16.25
30.05,1.04,12.22
31.05,1.42,10.27
32.05,19.38,29.65
33.05,25.98,33.26
34.05,19.79,28.9
35.05,21.32,27.83
36.06,23.54,32.39
37.06,19.92,27.08
38.06,23.43,30.07
39.06,24.35,33.33
40.06,18.88,23.05
41.06,16.27,26.16
42.06,4.3,14.32
43.06,8.33,11.59
44.06,12.88,24.08
45.06,6.24,13.4
46.06,2.35,8.06
47.06,16.4,29.69
48.06,7.55,20.05
49.07,14.16,19.61
50.07,14.31,23.28
51.07,19.48,24.43
52.07,21.66,34.88
53.08,22.62,32.12
54.08,20.66,25.34
55.08,29.75,42.1
56.08,28.61,36.28
57.08,18.23,26.04
58.08,10.93,18.61
59.08,13.28,18.62
60.09,28.59,37.94
61.09,10,20.01
62.09,3.77,19.38
63.09,2.21,30.33
64.09,3.38,56.25
65.09,2.59,34.34
66.09,1.04,19.01
67.09,21.75,38.01
68.09,13.54,31.5
69.1,10.66,29.13
70.1,7.01,15.46
71.1,21.6,28.77
72.1,4.55,12.74
73.1,4.15,13.9
74.1,4.55,11.18
75.1,1.95,11.96
76.11,3.89,10.66
77.11,7.68,14.97
78.11,23.02,27.97
79.11,21.18,31.7
