"Time [s]","Process load","System load"
0.0,0,0
1.01,18.06,23.38
2.01,20.16,27.97
3.01,5.84,11.54
4.01,0.78,5.85
5.01,11.03,16.74
6.02,17.89,24.25
7.02,19.56,26.42
8.02,11.71,18.75
9.03,17.09,23.83
10.03,22.09,26.25
11.03,20.93,27.31
12.04,12.84,18.93
13.04,10.8,16.27
14.04,9.24,12.76
15.04,18.84,25.07
16.04,20.94,26.79
17.05,19.36,22.73
18.05,17.57,21.35
19.05,19.95,27.72
20.05,13.89,18.69
21.06,14.76,17.62
22.07,18.14,27.85
23.07,21.76,26.81
24.07,9.5,12.37
25.08,8.42,14.39
26.08,4.4,9.46
27.08,2.47,8.18
28.09,2.34,5.06
29.09,1.68,7.13
30.1,1.68,9.07
31.1,1.94,5.58
32.1,17.94,23.8
33.1,23.18,30.6
34.1,22.55,30.85
35.11,27.02,30.67
36.11,21.47,29.65
37.11,1.94,7.94
38.11,3.36,7.12
39.12,3.37,11.05
40.12,5.06,10.38
41.12,6.64,12.5
42.12,9.75,15.47
43.12,17.03,22.63
44.12,20.96,28.25
45.13,26.11,30.9
46.14,10.5,14.78
47.14,15.57,23.37
48.14,3.25,8.98
49.15,3.62,8.16
50.15,2.2,7.65
51.16,2.07,7
52.16,1.55,9.75
53.16,1.95,6.11
54.16,17.94,24.06
55.16,6.62,12.2
56.17,7.53,12.2
57.17,1.43,7.41
58.17,2.47,7.54
59.18,1.29,4.14
60.18,2.08,6.9
61.18,1.43,7.55
62.18,11.81,18.81
63.18,10.52,14.94
