"Time [s]","Committed size","Free size","Used size"
0.0,258048000,249356000,8692000
1.0,258048000,244433000,13615000
2.0,258048000,232355000,25693000
3.01,258048000,236933000,21115000
4.01,49152000,26165000,22987000
5.01,49152000,13278000,35874000
6.02,49152000,31304000,17848000
7.02,49152000,31304000,17848000
8.02,49152000,29321000,19831000
9.02,49152000,32190000,16962000
10.02,49152000,18574000,30578000
11.03,49152000,17110000,32042000
12.03,49152000,21560000,27592000
13.03,49152000,23794000,25358000
14.04,49152000,26039000,23113000
15.04,49152000,22171000,26981000
16.04,49152000,13105000,36047000
17.05,49152000,10618000,38534000
18.05,153600000,112614000,40986000
19.05,153600000,98024000,55576000
20.05,153600000,84444000,69156000
21.06,153600000,71374000,82226000
22.06,153600000,63234000,90366000
23.07,153600000,58053000,95547000
24.07,153600000,49017000,104583000
25.07,153600000,119881000,33719000
26.07,153600000,85434000,68166000
27.07,153600000,45036000,108564000
28.08,153600000,116617000,36983000
29.08,153600000,109219000,44381000
30.08,153600000,100278000,53322000
31.08,153600000,78020000,75580000
32.08,153600000,67510000,86090000
33.09,153600000,57125000,96475000
34.09,153600000,46918000,106682000
35.09,153600000,36501000,117099000
36.1,153600000,106149000,47451000
37.1,153600000,78768000,74832000
38.1,153600000,62125000,91475000
39.1,153600000,111274000,42326000
40.11,153600000,59053000,94547000
41.11,153600000,116500000,37100000
42.11,153600000,69579000,84021000
43.12,153600000,31688000,121912000
44.12,153600000,95483000,58117000
45.12,122880000,81964000,40916000
46.12,122880000,66931000,55949000
47.12,122880000,49682000,73198000
48.13,122880000,71313000,51567000
49.13,122880000,58214000,64666000
50.14,122880000,37516000,85364000
51.14,122880000,27453000,95427000
52.14,147456000,109907000,37549000
53.14,147456000,102210000,45246000
54.15,147456000,95881000,51575000
55.15,147456000,91165000,56291000
56.15,147456000,87560000,59896000
57.15,147456000,85130000,62326000
58.15,147456000,83863000,63593000
59.16,147456000,74890000,72566000
60.16,147456000,63501000,83955000
61.17,147456000,51236000,96220000
62.17,147456000,39876000,107580000
63.17,147456000,29925000,117531000
64.18,147456000,94471000,52985000
65.18,147456000,80965000,66491000
66.18,147456000,67256000,80200000
67.18,147456000,51249000,96207000
68.18,147456000,41026000,106430000
69.19,147456000,38148000,109308000
70.19,147456000,34685000,112771000
71.2,147456000,104565000,42891000
72.2,147456000,100328000,47128000
73.2,147456000,98274000,49182000
74.2,147456000,87366000,60090000
75.21,147456000,76097000,71359000
76.21,147456000,59718000,87738000
77.33,147456000,45380000,102076000
78.33,147456000,39238000,108218000
79.4,147456000,34120000,113336000
80.4,147456000,105991000,41465000
81.41,147456000,91752000,55704000
82.41,147456000,38502000,108954000
83.41,147456000,58070000,89386000
84.41,147456000,57648000,89808000
85.42,147456000,95712000,51744000
86.42,147456000,88454000,59002000
87.42,147456000,80686000,66770000
88.44,147456000,77150000,70306000
89.44,147456000,71136000,76320000
90.44,147456000,66393000,81063000
91.45,147456000,62944000,84512000
92.45,147456000,60461000,86995000
93.45,147456000,59402000,88054000
94.45,147456000,31331000,116125000
95.46,147456000,105757000,41699000
96.46,147456000,27936000,119520000
97.46,147456000,66159000,81297000
98.47,147456000,53212000,94244000
99.47,147456000,48289000,99167000
100.48,147456000,42568000,104888000
101.48,147456000,37843000,109613000
102.48,147456000,34376000,113080000
103.48,147456000,32088000,115368000
104.48,147456000,30957000,116499000
105.49,147456000,24490000,122966000
106.49,137216000,94393000,42823000
107.49,137216000,92220000,44996000
