"Time [s]","Committed size","Free size","Used size"
0.0,258048000,249356000,8692000
1.0,258048000,244813000,13235000
2.0,258048000,232715000,25333000
3.0,258048000,236419000,21629000
4.01,49152000,26437000,22715000
5.01,49152000,13549000,35603000
6.02,49152000,31506000,17646000
7.02,49152000,31506000,17646000
8.03,49152000,29557000,19595000
9.03,49152000,17376000,31776000
10.03,49152000,20957000,28195000
11.03,49152000,18863000,30289000
12.04,49152000,23531000,25621000
13.04,49152000,26183000,22969000
14.04,49152000,25834000,23318000
15.04,49152000,22830000,26322000
16.05,49152000,14418000,34734000
17.06,49152000,23691000,25461000
18.06,153600000,123597000,30003000
19.06,153600000,109985000,43615000
20.06,153600000,97242000,56358000
21.07,153600000,83821000,69779000
22.07,153600000,75477000,78123000
23.08,153600000,70215000,83385000
24.08,153600000,60962000,92638000
25.09,153600000,51324000,102276000
26.09,153600000,102632000,50968000
27.09,153600000,60653000,92947000
28.09,153600000,50413000,103187000
29.09,153600000,44397000,109203000
30.09,153600000,116762000,36838000
31.1,153600000,98141000,55459000
32.1,153600000,85853000,67747000
33.1,153600000,76276000,77324000
34.11,153600000,65683000,87917000
35.11,153600000,53754000,99846000
36.12,153600000,41143000,112457000
37.12,153600000,101471000,52129000
38.12,153600000,77564000,76036000
39.12,153600000,56415000,97185000
40.12,153600000,104295000,49305000
41.13,153600000,59242000,94358000
42.13,153600000,115762000,37838000
43.14,153600000,80987000,72613000
44.14,153600000,44121000,109479000
45.14,153600000,107450000,46150000
46.15,131072000,93035000,38037000
47.15,131072000,80308000,50764000
48.15,131072000,61040000,70032000
49.15,131072000,23158000,107914000
50.15,131072000,92598000,38474000
51.16,131072000,88938000,42134000
52.16,131072000,51538000,79534000
53.16,131072000,36690000,94382000
54.17,131072000,25596000,105476000
55.17,131072000,21934000,109138000
56.18,157696000,114522000,43174000
57.18,157696000,110300000,47396000
58.18,157696000,107318000,50378000
59.18,157696000,105472000,52224000
60.19,157696000,101285000,56411000
61.19,157696000,89858000,67838000
62.19,157696000,78100000,79596000
63.2,157696000,65400000,92296000
64.2,157696000,52733000,104963000
65.2,157696000,38713000,118983000
66.22,157696000,111860000,45836000
67.22,157696000,98217000,59479000
68.22,157696000,85484000,72212000
69.23,157696000,71372000,86324000
70.23,157696000,69334000,88362000
71.23,157696000,63164000,94532000
72.23,157696000,57284000,100412000
73.24,157696000,56572000,101124000
74.24,157696000,52407000,105289000
75.24,157696000,41143000,116553000
76.24,157696000,32951000,124745000
77.25,157696000,100006000,57690000
78.25,157696000,84649000,73047000
79.25,157696000,77478000,80218000
80.29,157696000,72361000,85335000
81.38,157696000,66211000,91485000
82.38,157696000,57001000,100695000
83.38,157696000,108079000,49617000
84.39,157696000,41522000,116174000
85.39,157696000,58978000,98718000
86.4,157696000,81551000,76145000
87.4,157696000,76924000,80772000
88.4,157696000,69462000,88234000
89.41,157696000,62983000,94713000
90.41,157696000,57067000,100629000
91.42,157696000,52211000,105485000
92.42,157696000,48674000,109022000
93.42,157696000,46276000,111420000
94.43,157696000,45125000,112571000
95.43,157696000,31377000,126319000
96.44,157696000,30314000,127382000
97.44,157696000,36105000,121591000
98.44,157696000,77963000,79733000
99.45,157696000,67427000,90269000
100.45,157696000,59997000,97699000
101.45,157696000,54092000,103604000
102.45,157696000,40696000,117000000
103.45,157696000,35480000,122216000
104.46,157696000,32692000,125004000
105.46,157696000,30888000,126808000
106.51,143360000,101235000,42125000
107.52,143360000,93093000,50267000
108.59,143360000,90981000,52379000
