"Time [s]","Process load","System load"
0.0,0,0
1.0,15.73,32.39
2.01,20.66,27.28
3.01,10.38,14.53
4.01,0.51,7.28
5.02,5.57,13.87
6.02,16.65,21.2
7.02,20.3,26.43
8.02,11.94,15.83
9.03,15.18,19.99
10.03,14.03,15.85
11.03,22.76,30.05
12.03,13.13,21.71
13.03,13.15,17.96
14.04,19.43,27.72
15.04,19.2,28.43
16.04,22,31.64
17.04,19.47,22.84
18.05,15.82,21.53
19.05,15.57,20.24
20.06,13.89,19.21
21.06,19.61,24.55
22.06,20.77,26.22
23.07,18.82,23.23
24.07,7.02,13.27
25.07,7.52,12.07
26.08,4.4,9.84
27.08,1.68,7.53
28.08,3.51,8.99
29.09,2.2,6.22
30.09,1.42,7.39
31.09,14.16,20
32.09,22.36,26.14
33.1,19.23,24.55
34.1,23.08,31.25
35.1,11.69,16.1
36.1,5.19,8.96
37.11,4.28,10.11
38.11,1.03,6.88
39.12,3.75,7.13
40.12,8.31,16.1
41.12,16.37,20.92
42.12,20.67,26.79
43.13,26.48,28.42
44.14,6.7,10.71
45.14,29.12,41.55
46.15,7.38,14.26
47.15,2.59,6.99
48.15,2.46,7.4
49.16,2.33,8.31
50.16,2.46,5.57
51.16,1.55,7.14
52.17,13.37,20.9
53.17,6.47,11.01
54.18,7.38,12.96
55.18,2.07,9.86
56.19,3.11,9.72
57.19,3.63,7.67
58.19,1.82,8.31
59.19,2.07,8.3
60.2,2.33,7
61.21,17.26,20.73
62.29,7.78,15.81
