"Time [s]","Process load","System load"
0.0,0,0
1.02,20,26.16
2.02,20.53,25.98
3.02,5.45,10.39
4.03,0.26,6.34
5.03,8.84,13.91
6.03,19.21,24.27
7.04,18.42,24.14
8.04,9.47,14.26
9.04,18.08,22.11
10.05,19.47,24.01
11.05,26.42,37.44
12.05,11.71,16.8
13.06,13.89,18.42
14.06,19.47,25.19
15.07,20.84,28.21
16.07,24.05,31.47
17.07,20.64,23.1
18.07,18.22,23.83
19.07,15.83,19.59
20.08,15.09,19.9
21.08,19,22.65
22.08,24.79,29.98
23.08,13.4,17.69
24.08,7.41,12.63
25.09,4.8,7.91
26.09,2.34,7.55
27.09,2.34,9.89
28.09,1.17,7.67
29.09,1.43,4.68
30.1,1.68,8.82
31.1,8.32,16
32.1,23.51,28.32
33.1,19.95,24.75
34.11,23.12,29.36
35.11,22.11,26.89
36.11,7.03,9.9
37.12,2.59,7.66
38.12,3.89,10
39.12,3.24,7
40.13,2.46,5.96
41.13,8.95,19.21
42.13,17.93,24.29
43.14,22.04,26.07
44.14,23.58,29.41
45.15,13.08,19.3
46.15,10.52,14.55
47.15,2.59,7.93
48.16,2.59,9.45
49.16,1.94,6.87
50.17,2.86,6.75
51.17,1.82,6.24
52.17,2.2,8.98
53.18,20.56,28.31
54.18,6.36,11.18
55.18,2.2,9.33
56.19,2.2,7
57.19,2.08,5.99
58.19,1.81,7.01
59.19,2.21,8.31
60.2,1.68,5.44
61.2,5.82,9.71
62.2,20.02,26.53
63.22,3.47,9.9
