"Time [s]","Process load","System load"
0.0,0,0
1.0,16.1,22.22
2.01,15.19,24.41
3.01,20.3,30.07
4.01,13.08,15.29
5.01,18.82,27.65
6.02,7.94,13.4
7.02,1.68,7.78
8.02,7.54,15.6
9.02,21.2,24.71
10.03,15.51,22.75
11.04,20.72,27.46
12.04,20.4,27.28
13.04,20.49,31.25
14.04,16.4,21.48
15.05,9.48,16.37
16.05,11.2,18.49
17.05,20.1,25.8
18.06,16.97,24.09
19.06,13.27,18.08
20.06,17.93,26.77
21.06,20.53,29.49
22.07,24.87,39.38
23.07,22.84,37.64
24.08,16.7,23.44
25.08,23.13,30.79
26.08,22.14,26.69
27.09,23.55,31.86
28.09,19.81,28.76
29.09,19.73,28.29
30.1,18.82,33.49
31.1,22.5,27.83
32.1,24.09,34.24
33.11,21.65,28.53
34.11,17.67,27.28
35.11,13.64,20.92
36.12,21.91,28.79
37.12,15.07,24.81
38.12,14,17.89
39.13,14.02,21.41
40.13,14.69,22.76
41.13,14.02,19.99
42.14,14.9,25.52
43.14,16.33,20.61
44.14,20.83,30.99
45.14,16.74,23.76
46.15,17.17,26.01
47.15,24.4,32.96
48.15,18.71,23.39
49.16,14.65,22.43
50.16,7.55,13.4
51.16,13.6,21.89
52.17,9.06,19.43
53.17,3.11,8.42
54.18,3.1,10.75
55.18,3.38,10.77
56.18,4.53,9.34
57.19,2.85,10.51
58.19,7.65,16.6
59.19,22.84,31.15
60.2,22.98,33.88
61.2,24.48,31.21
62.2,24.58,32.78
63.21,21.61,29.5
64.21,19.64,25.63
65.22,25.67,35.4
66.22,22.82,27.49
67.22,18.34,27.05
68.23,4.27,7.76
69.23,11.82,20.14
70.23,10.65,18.45
71.23,4.95,11.2
72.23,3.9,11.45
73.24,14.91,23.47
74.24,6.87,20.24
75.25,10.88,18.41
76.25,11.98,15.36
77.25,16.79,25
78.25,18.41,29.56
79.26,19.06,36.7
80.26,26.27,77
81.26,28.95,92.43
82.26,30.79,79.79
83.27,23.75,58.02
84.27,11.29,34.27
85.27,9.49,29.66
86.28,21.94,42.19
87.28,28.09,45.78
88.28,7.66,26.63
89.28,4.28,21.44
90.28,1.95,15.21
91.28,3.51,20.18
92.29,2.59,17.82
93.29,2.59,16.97
94.29,21.74,41
95.29,21.32,34.6
96.3,12.18,28.37
97.3,10.93,24.31
98.3,15.42,30.08
99.31,8.03,27.21
100.31,2.47,13.27
101.31,2.59,16.1
102.32,2.85,9.34
103.32,3.36,8.8
104.33,2.33,10.49
105.33,10.11,19.32
106.33,32.29,38.28
107.34,14.01,23.33
