"Time [s]","Process load","System load"
0.0,0,0
1.01,17.58,24.6
2.01,13.87,19.45
3.01,24.86,28.25
4.01,17.96,23.7
5.01,21.31,25.2
6.01,17.7,23.04
7.02,24.66,28.17
8.02,30.21,36.96
9.02,30.99,37.37
10.03,33.88,36.34
11.03,30.73,36.97
12.03,29.62,36.25
13.03,33.62,38.94
14.04,30.14,35.47
15.04,29.62,35.6
16.04,29.02,34.71
17.04,25.65,29.16
18.05,28.75,34.98
19.05,31.48,36.67
20.05,26.5,33.79
21.06,25.8,28.01
22.06,19.56,24.74
23.07,18.17,24.01
24.07,21.18,25.73
25.07,13.63,16.87
26.07,19.1,24.69
27.08,12.73,16.89
28.08,19.26,23.17
29.08,21.49,30.2
30.08,17.01,22.61
31.09,17.88,19.69
32.09,12.06,17.76
33.09,12.19,16.99
34.1,12.31,15.69
35.1,14.91,19.58
36.1,14.69,19.64
37.11,15.19,19.34
38.11,15.85,20.91
39.11,17.94,23.67
40.11,18.71,24.95
41.12,14.03,16.11
42.12,20.67,25.49
43.12,24.71,29.92
44.12,15.96,24.79
45.13,20.75,26.32
46.13,24.97,31.47
47.13,27.43,33.3
48.13,19.08,24.8
49.14,21.83,27.54
50.14,18.1,25.91
51.14,48.65,57.1
52.14,56.97,74.14
53.14,47.24,65.03
54.15,38.33,48.99
55.15,35.53,44.09
56.16,43.48,52.83
57.16,42.01,47.21
58.16,29.15,38.99
59.16,25.74,29.92
60.17,23.52,29.23
61.17,22.62,29.66
62.17,28.39,37.36
63.17,17.81,20.81
64.17,17.65,23.62
65.17,28.25,38.4
66.18,30.79,35.47
67.18,26.14,34.2
68.18,26.69,32.29
69.18,22.43,27.1
70.18,18.08,23.54
71.18,16.25,23.02
72.19,17,22.58
73.19,16.61,20.38
74.2,15.83,27.38
75.2,16.48,21.42
76.2,15.33,19.48
77.24,22.18,27.35
78.24,22.02,27.08
79.24,17,21.28
80.25,17.02,21.57
81.25,17.96,24.47
82.25,14.79,19.19
83.25,18.87,22.91
84.26,16.76,22.99
85.26,16.4,21.49
86.26,14.27,17.91
87.26,18.86,26.66
88.26,16.24,22.22
89.27,15.82,16.99
90.27,17.9,24.25
91.27,15.85,24.03
92.28,16.63,21.7
93.28,15.3,21.26
94.28,16.25,23.67
