"Time [s]","Committed size","Free size","Used size"
0.0,258048000,250880000,7168000
1.01,258048000,239947000,18101000
2.01,48128000,17957000,30171000
3.01,48128000,23604000,24524000
4.01,86016000,45640000,40376000
5.02,86016000,41794000,44222000
6.02,86016000,29960000,56056000
7.02,87040000,30750000,56290000
8.03,109568000,38505000,71063000
9.03,109568000,39457000,70111000
10.04,139264000,58502000,80762000
11.04,139264000,35230000,104034000
12.04,139264000,31317000,107947000
13.05,139264000,32766000,106498000
14.05,139264000,41188000,98076000
15.06,139264000,40181000,99083000
16.06,139264000,37832000,101432000
17.06,139264000,34110000,105154000
18.06,139264000,31249000,108015000
19.07,139264000,23455000,115809000
20.07,139264000,18612000,120652000
21.07,157696000,25401000,132295000
22.07,157696000,22886000,134810000
23.08,157696000,26032000,131664000
24.08,224256000,118448000,105808000
25.08,224256000,80597000,143659000
26.08,224256000,72115000,152141000
27.09,224256000,67980000,156276000
28.09,224256000,85329000,138927000
29.09,224256000,69838000,154418000
30.09,224256000,58289000,165967000
31.1,224256000,84010000,140246000
32.1,224256000,49489000,174767000
33.1,224256000,54492000,169764000
34.1,224256000,61969000,162287000
35.1,224256000,49337000,174919000
36.11,224256000,43689000,180567000
37.11,224256000,42916000,181340000
38.11,224256000,42584000,181672000
39.11,224256000,33669000,190587000
40.12,224256000,26513000,197743000
41.12,224256000,20514000,203742000
42.12,224256000,21999000,202257000
43.13,224256000,19652000,204604000
44.13,293888000,113991000,179897000
45.13,293888000,160240000,133648000
46.14,293888000,138006000,155882000
47.14,293888000,90537000,203351000
48.14,293888000,170593000,123295000
49.15,293888000,127332000,166556000
50.15,293888000,85852000,208036000
51.15,293888000,50018000,243870000
52.15,293888000,103058000,190830000
53.15,293888000,61351000,232537000
54.16,293888000,112901000,180987000
55.16,293888000,61719000,232169000
56.16,293888000,90193000,203695000
57.17,293888000,126740000,167148000
58.17,293888000,80376000,213512000
59.17,293888000,119697000,174191000
60.18,293888000,74083000,219805000
61.18,293888000,120629000,173259000
62.18,293888000,83866000,210022000
63.19,293888000,122082000,171806000
64.19,293888000,77823000,216065000
65.19,293888000,82706000,211182000
66.19,293888000,81743000,212145000
67.2,293888000,65960000,227928000
68.2,293888000,50166000,243722000
69.21,293888000,65899000,227989000
70.21,293888000,51614000,242274000
71.21,293888000,54193000,239695000
72.21,293888000,46965000,246923000
73.21,293888000,42011000,251877000
