"Time [s]","Process load","System load"
0.0,0,0
1.01,16.07,23.98
2.01,12.86,20.92
3.01,21.07,26.79
4.01,17.29,21.69
5.02,22.19,29.99
6.02,18.41,24.37
7.03,23.34,27.49
8.03,32.96,37.64
9.03,29.18,38.51
10.04,33.36,38.3
11.04,30.01,35.08
12.04,30.79,36.76
13.05,28.53,34.76
14.05,26.42,30.44
15.05,31.09,39.66
16.06,30.53,37.69
17.06,29.18,33.45
18.07,29.18,37.74
19.07,26.7,34.36
20.07,29.99,34.14
21.07,28.09,33.55
22.07,26.53,33.55
23.08,24.45,30.44
24.08,19.81,25.25
25.09,17.77,24.51
26.09,17.52,22.06
27.09,17,20.51
28.1,13.89,20.11
29.1,16.35,20.77
30.11,18.02,20.75
31.11,15.42,21.4
32.11,20.92,26.63
33.11,15.75,19
34.12,15.72,20.92
35.12,11.06,16.27
36.12,15.93,20.59
37.13,16.58,21.37
38.13,13.63,19.73
39.13,19.34,24.27
40.14,14.78,18.41
41.14,16.08,23.47
42.14,14.45,19.53
43.15,21.76,25.38
44.15,18.33,24.71
45.15,18.57,25.73
46.16,19.12,24.58
47.16,20.66,27.02
48.16,19.89,27.31
49.16,19.12,23.67
50.16,15.32,21.02
51.17,20.08,31.61
52.17,66,81.21
53.18,51.05,67.5
54.18,41.92,67.76
55.18,36.98,42.31
56.18,37.68,45.99
57.19,42.97,51.92
58.19,36.09,43.75
59.19,23.08,28.79
60.2,30.61,39.03
61.2,31.8,38.29
62.2,32.38,39.28
63.21,28.14,35.4
64.21,30.37,36.47
65.21,28.71,34.95
66.21,33.46,46.35
67.22,22.48,27.02
68.22,21.09,25.39
69.22,25.52,33.98
70.22,22.34,26.5
71.22,19.47,23.37
72.23,11.68,16.74
73.23,13.66,17.81
74.23,20.53,24.82
75.24,17.63,23.2
76.24,15.57,21.29
77.24,16.09,18.3
78.24,16.63,21.57
79.25,16.35,22.06
80.25,15.03,19.06
81.26,15.06,19.86
82.26,15.96,22.32
83.26,15.33,21.57
84.27,14.79,18.69
85.27,16.06,22.54
86.27,16.22,21.54
87.28,16,18.21
88.28,16.99,22.82
89.28,14.28,18.69
90.29,14.42,17.14
91.29,17.77,23.34
92.29,16.37,25.34
93.3,14.12,18.52
94.3,16.72,20.49
95.31,15.18,20.22
96.31,15.46,21.31
97.32,15.32,17.77
98.32,16.07,22.56
99.32,15.06,24.27
100.33,16.48,18.43
101.33,17.93,22.99
102.33,16.6,23.09
103.34,26.32,30.34
104.34,20.44,25.25
105.34,17.84,23.7
106.34,15.47,20.55
107.34,15.35,18.59
108.35,18.28,23.73
109.35,17.17,24.06
110.35,17.65,18.69
111.35,16.63,23.91
112.36,16.38,23.15
113.36,16.65,20.42
114.36,16.37,23
115.37,16.73,23.21
116.37,17.7,21.35
117.37,19.49,22.87
118.37,16.06,21.89
119.38,15.74,21.98
120.38,16.51,18.85
121.38,16.01,22.79
122.38,16.24,23.26
123.38,17.55,21.97
124.39,24.15,29.99
125.4,13.23,19.46
126.41,15.24,18.95
127.41,15.3,18.79
128.41,15.23,20.83
129.41,15.08,20.94
130.42,15.04,18.67
131.42,15.95,22.31
132.42,14.92,20.24
133.43,15.72,17.93
134.43,20.29,26.54
135.43,16.19,21.24
136.43,15.98,21.57
137.44,16.77,21.2
138.44,15.88,21.48
139.44,14.52,20.1
140.45,13.75,17.77
141.45,15.47,21.07
142.45,16.58,21.89
143.46,15.71,18.56
144.46,16.97,24.87
145.46,22.89,29.39
146.47,17.14,20.14
147.47,16.58,22.15
148.47,19.51,25.49
149.48,14.63,19.3
150.48,16.21,19.71
151.48,16.5,22.48
152.48,19.53,24.86
153.49,16.61,21.02
154.49,16.75,22.61
155.49,18.23,25
156.49,17.04,21.07
157.49,15.08,22.89
158.5,15.46,23
159.5,14.19,19.4
160.5,21.28,26.61
161.5,16.78,22.76
162.5,18.1,24.48
163.51,17.89,21
164.51,15.72,21.83
165.51,15.06,22.22
166.52,17.5,20.23
167.52,15.5,22.65
168.52,21.83,30.53
169.52,16.09,20.64
170.52,18.88,22.91
171.53,15.83,22.45
172.53,15.69,20.36
173.54,13.87,17.24
174.54,14.43,20.67
175.54,15.95,20.75
176.55,10.24,12.58
177.55,14.94,20.4
178.55,15.1,22.65
179.55,16.14,19.65
180.55,15.48,20.94
181.56,16.21,22.69
182.56,14.52,18.93
183.56,13.66,19.66
184.57,14.79,21.65
185.57,15.31,22.06
186.57,16.13,19.51
187.57,17.39,23.62
188.58,15.68,21.92
189.58,14.96,17.81
190.58,16.9,24.97
191.58,16.63,23.26
192.59,17.24,22.31
193.59,16.34,23.08
194.6,18.71,25.85
195.6,21.53,26.32
196.6,14.81,19.23
197.6,18.1,23.56
198.61,15.82,23.08
199.61,16.21,19.32
200.61,14.96,21.2
201.62,14.42,21.18
202.62,12.86,17.41
203.62,13.91,20.28
204.62,12.6,18.84
205.62,11.44,15.86
206.63,12.57,16.97
207.63,11.16,18.06
208.63,12.09,16.36
209.64,11.54,18.82
210.64,13.38,18.57
211.64,12.72,18.82
212.65,13.61,17.12
213.65,13.93,19.91
214.65,9.22,15.06
215.66,9.84,12.04
216.66,11.69,18.83
217.66,10.65,15.84
218.67,11.44,13.13
219.67,11.01,16.06
220.67,11.43,19.49
221.68,16.34,20.36
222.68,11.03,15.06
223.68,11.32,17.44
224.68,11.17,17.41
225.69,10.63,13.62
226.69,11.16,17.39
227.7,11.8,17.24
228.7,10.93,15.35
229.7,9.89,21.72
230.7,26.81,34.32
231.71,26.27,29.4
232.71,30.08,36.71
233.71,31.18,39.24
234.71,29.42,34.24
235.71,11.58,18.33
236.71,2.2,6.62
237.72,2.59,4.53
238.72,2.98,10.26
239.73,1.94,7.79
240.73,2.73,7.4
241.73,9.07,16.08
242.74,28.14,34.88
243.74,22.65,30.46
244.74,14.69,22.24
245.74,18.56,27
246.74,14.58,20.31
247.75,14.16,20.91
248.75,15.73,24.32
249.75,13.34,16.97
250.75,12.34,23.12
251.76,13.52,20.55
252.76,15.5,23.56
253.76,20.7,28.25
254.76,17.23,25.26
255.77,13.36,17.13
256.77,12.72,18.56
257.77,18.02,26.31
258.78,12.1,22
259.78,10.4,14.17
260.78,17.52,24.53
261.78,14.64,22.93
262.79,14.64,20.36
263.79,16.99,26.07
264.8,12.22,17.81
265.8,10.51,14.28
266.8,11.82,17.29
267.8,15.48,25.23
268.81,15.29,29.28
269.81,11.06,18.1
270.81,12.32,18.3
271.82,13.6,20.85
272.82,15.95,25.03
273.82,10.54,18.61
274.83,11.81,20.77
275.83,14.26,18.94
276.84,13.23,21.52
277.84,13.34,18.39
278.84,12.59,16.22
279.85,14.64,21.14
280.85,18.73,27.31
281.85,43.19,51.12
282.86,39.16,50.05
283.86,40.02,47.56
284.86,68.99,77.29
285.87,67.82,82.35
286.87,50.42,57.17
287.87,52.7,61.54
288.87,48.46,59.38
289.88,33.06,36.96
290.88,24.45,31.86
291.88,20.87,28.01
292.89,22.74,25.98
293.89,30.04,38.24
294.89,32.68,42.05
295.89,29.89,34.43
296.9,32.71,41.27
297.9,32.45,40.12
298.9,27.91,33.61
299.91,34,42.84
300.91,37.38,44.52
301.91,38.73,42.49
302.92,28.91,37.28
303.93,16.13,21.07
304.93,22.76,30.31
305.93,30.14,38.84
