"Time [s]","Process load","System load"
0.0,0,0
1.0,18.19,22.22
2.0,12.73,15.98
3.01,20,25.59
4.01,17.65,24.01
5.01,21.18,23.51
6.02,19.73,26.47
7.02,24.87,31.12
8.02,31.86,37.72
9.02,29.41,32.26
10.03,30.63,36.6
11.03,30.92,37.94
12.03,31.41,36.87
13.04,31.51,35.66
14.04,27.75,34.1
15.05,27.09,32.03
16.05,27.83,34.73
17.05,26.84,34.5
18.06,26.9,33.26
19.06,27.18,33.42
20.06,27.68,33.79
21.06,26.55,31.64
22.06,27.21,31.76
23.07,27.9,36.6
24.07,22.87,29.1
25.07,20.25,24.53
26.07,22.06,28.3
27.08,21.35,26.95
28.08,16.49,19.08
29.08,18.44,23.77
30.08,17.54,23.39
31.08,17.05,19.53
32.09,19.83,27.49
33.09,18.86,26.14
34.09,13.24,15.57
35.1,17.24,22.69
36.1,11.43,18.57
37.1,14.43,18.47
38.11,12.99,17.15
39.11,18.78,27.2
40.11,15.36,19.53
41.11,15.36,18.87
42.11,12.75,18.62
43.11,15.6,21.46
44.12,16.74,18.3
45.12,19.61,29.62
46.12,19.19,25.16
47.13,21.15,25.57
48.13,24.66,30.24
49.14,25.68,34.62
50.14,23.83,29.93
51.14,20.7,26.69
52.15,25.93,37.99
53.15,65.1,76.4
54.15,62.05,75.43
55.16,50.71,66.01
56.16,33.91,40.15
57.16,35.4,41.36
58.16,42.58,51.43
59.17,37.32,44.23
60.17,29.57,40.84
61.17,27.8,33.39
62.17,20.31,24.35
63.18,20.38,24.4
64.18,25.7,34.79
65.18,25.62,31.73
66.18,29.89,42.36
67.19,31.53,43.49
68.19,27.91,35.43
69.19,21.83,26.12
70.19,9.74,15.33
71.2,22.71,28.42
72.2,21.85,24.85
73.2,16.65,22.24
74.21,15.54,21.76
75.21,14.71,21.48
76.21,16.01,22.78
77.21,14.3,20.55
78.21,16.91,21.46
79.21,15.05,21.02
80.22,16,23.67
81.22,17.04,23.02
82.22,14.67,16.89
83.22,15.82,22.82
84.23,17.13,23.62
