"Time [s]","Process load","System load"
0.0,0,0
1.0,14.29,28.32
2.0,11.3,33.53
3.01,3.5,19.2
4.01,3.12,25.13
5.01,0.52,20.91
6.02,0.9,17.63
7.02,1.29,19.71
8.02,1.95,20.16
9.02,0.65,20.7
10.03,5.05,24.51
11.03,1.04,20.54
12.03,0.52,19.31
13.04,0,17.5
14.04,0.25,18.52
15.04,2.73,20.03
16.05,11.55,34.39
17.05,13.24,32.1
18.05,13.13,36.15
19.05,13.79,32.25
20.06,3.63,24.95
21.06,15.59,44.31
22.06,3.63,31.87
23.07,14.69,36.67
24.07,11.71,37.33
25.07,14.39,37.35
26.08,10.25,32.71
27.08,1.3,22.28
28.08,2.2,22.39
29.09,1.56,17.24
30.09,2.07,20.79
31.09,3.23,26.97
32.09,1.04,19.25
33.1,1.68,22.3
34.1,2.74,21.87
35.1,1.03,22.48
36.11,1.29,21.28
37.11,11.18,31.61
38.11,2.85,21.46
39.11,0.26,20.25
40.11,0.38,17.31
41.12,0.52,21.02
42.12,0.78,20.65
43.12,0.39,20.66
44.13,0,15.98
45.13,1.42,22.97
46.13,0.65,17
47.13,1.29,21.57
48.14,0.39,21.26
49.14,0.25,16.21
50.15,0.9,23.26
51.15,0.91,23.7
52.15,0.64,7.52
53.16,0.51,7.52
54.16,1.04,5.71
55.16,0.64,5.97
56.16,0.91,8.69
57.16,1.04,8.06
58.17,0.51,5.45
59.17,1.3,7.37
60.18,0.9,5.98
61.18,0.38,4.92
62.19,0.12,6.08
63.19,0.91,5.31
64.2,0.9,4.79
65.2,0.25,6.47
66.2,1.56,4.68
67.21,0.9,6.23
68.21,0.26,8.81
69.22,0.51,4.4
70.22,8.94,13.1
71.22,8.57,13.38
72.23,8.81,13.98
73.23,0.9,7.13
74.24,0.78,7.26
75.24,1.03,5.57
76.25,0.9,6.22
77.25,0.52,5.71
78.25,0.51,5.82
79.26,1.43,5.46
80.26,0.78,8.05
81.26,0.9,6.87
82.27,0.13,5.97
83.27,0.25,7.9
84.27,0.64,5.45
85.28,0.91,6.08
86.28,0.51,7.01
87.28,0.65,6.25
88.29,0.65,5.97
89.29,0.12,6.35
90.3,1.16,7.25
91.3,0.39,9.47
92.3,10.52,17.02
93.31,11.43,16.24
94.31,11.04,14.94
95.31,11.16,17.91
96.31,11.98,17.57
97.32,11.29,13.89
98.32,10.65,15.2
99.32,10.53,16.25
100.32,4.16,10.02
101.32,0.25,4.55
102.33,0.64,6.75
103.33,1.95,6.75
104.33,4.28,9.1
105.34,1.42,7.25
106.34,0.64,7.66
107.34,0.91,3.11
108.35,8.96,17.28
109.35,5.97,16.11
110.35,0.9,6.75
111.35,1.82,9.89
112.35,10.02,19.4
113.36,11.27,18.15
114.36,9.73,15.83
115.38,20.25,25.25
116.38,12.06,17.37
117.39,10.24,14.4
118.39,10.75,14.63
119.4,8.03,15.03
120.4,13.74,16.46
121.4,12.98,18.82
122.41,9.34,15.32
123.41,9.88,12.48
124.41,10.64,16.74
125.42,13.64,19.62
126.42,20.4,24.95
127.42,10.65,13.24
128.42,15.59,20.01
129.43,22.44,29.43
130.43,8.84,12.62
131.43,10.01,13.52
132.43,9.88,16.11
133.44,8.96,13.89
134.44,11.53,16.34
135.44,16.63,27.02
136.45,10.11,16.21
137.45,10.91,13.25
138.45,11.03,15.57
139.46,11.41,17.12
140.46,9.37,10.93
141.46,11.44,17.94
142.46,8.82,16.35
143.46,13.01,17.29
144.47,17.94,22.63
145.47,18.14,26.42
146.47,19.34,26.62
147.48,20.24,26.08
148.48,18.08,24.32
149.48,17.5,25.42
150.49,19.51,25.23
151.49,18.08,25.09
152.49,18.71,28.72
153.49,17.45,24.08
154.49,19.47,25.44
155.5,17.11,25.54
156.5,17.75,25.38
157.51,18.08,23.54
158.51,18.15,28.79
159.51,18.28,25.03
160.51,16.54,23.95
161.52,16.87,22.32
162.52,16.77,24.71
163.52,16.93,23.82
164.52,16.61,21.29
165.53,17.11,24.51
166.53,18.45,25.73
167.53,18.04,23.1
168.54,17.24,24.51
169.54,16.46,24.12
170.55,17.54,25.08
171.55,17.69,23.15
172.55,18.87,32.42
173.55,17.02,25.2
174.55,18.33,22.63
175.55,18.45,34.82
176.56,17.65,39.2
177.56,18.95,35.7
178.56,19.47,44.14
179.57,17.82,39.01
180.57,18.46,38.5
181.57,17.78,37.38
182.57,17,41.15
183.58,19.06,37.48
184.58,17.93,34.95
185.58,18.04,42.32
186.59,18.13,38.73
187.59,15.33,37.8
188.6,27.39,49.46
189.6,15.95,33.97
190.61,11.53,29.54
191.61,11.44,32.65
192.61,12.56,36.79
193.61,10.02,24.6
194.62,11.95,33
195.62,11.58,32.68
196.62,10.9,25.31
197.62,8.72,23.95
198.63,13.24,34.27
199.63,10.76,28.16
200.63,11.17,30.02
201.63,10.55,29.42
202.64,9.48,32.09
203.64,12.16,31.32
204.65,9.07,31.21
205.65,10,28.45
206.65,10.11,23.6
207.66,9.74,28.32
208.66,8.97,26.79
209.66,10.11,25.54
210.67,10.24,27.1
211.67,9.86,28.43
212.68,9.85,27.71
213.68,10.37,27.24
214.68,9.86,21.15
215.68,12.86,18.06
216.69,9.6,13.23
217.69,14.16,20.92
218.69,8.71,17.16
219.69,10.67,15.23
220.7,8.68,13.47
221.7,10.36,15.42
222.71,9.45,12.04
223.71,9.23,19.49
224.71,8.84,14.3
225.72,9.09,13.64
226.72,9.99,14.28
227.72,8.71,13.65
228.72,9.49,17.29
229.73,11.27,15.43
230.73,10.01,17.81
