"Time [s]","Process load","System load"
0.0,0,0
1.0,12.98,36.99
2.01,13.75,37.52
3.01,6.37,28.06
4.01,3.51,26.01
5.01,1.04,21.2
6.02,0.9,17.5
7.02,1.29,24.01
8.02,0.39,21.83
9.03,1.42,19.43
10.03,4.69,28.77
11.03,1.16,22.08
12.04,0.91,20.59
13.04,0.38,18.43
14.04,0.52,21.85
15.04,0,18.23
16.05,0.39,19.97
17.05,12.32,33.74
18.05,15.59,35.08
19.06,8.18,29.6
20.06,6.76,31.25
21.06,16.99,40.19
22.07,2.46,23.37
23.07,14.4,38.29
24.07,4.15,30.76
25.08,17.29,42.14
26.08,15.04,35.27
27.08,16.21,39.03
28.09,3.11,28.56
29.09,2.46,19.05
30.09,1.82,24.09
31.1,1.81,24.01
32.1,1.95,19.89
33.1,3.51,27.08
34.1,1.16,21.35
35.1,0.91,20.28
36.1,1.03,22.74
37.11,1.55,23.88
38.11,6.75,25.18
39.11,11.16,35.47
40.12,0.52,22.71
41.12,0.51,21.14
42.12,1.17,24.16
43.12,0.78,21.22
44.12,0.25,19.4
45.12,0.13,22.65
46.13,0.12,18.56
47.13,0.39,19.45
48.13,0.39,12.21
49.14,0.51,6.23
50.14,0.39,7.65
51.14,1.03,7.27
52.15,0.52,5.06
53.15,0.64,9.32
54.15,0.39,7.67
55.16,0.25,2.58
56.16,0.77,7.9
57.17,0.64,6.37
58.17,0.64,4.53
59.17,0.39,8.59
60.17,0.25,7.01
61.18,1.03,4.8
62.18,0.64,7.39
63.18,0.52,5.96
64.19,1.42,6.49
65.19,0.39,7.41
66.19,0.77,7.13
67.2,0.52,3.5
68.2,0,6.87
69.21,8.41,13.2
70.21,10.02,23.8
71.21,7.9,17.87
72.22,0.77,11.69
73.22,0.78,11.95
74.22,0.39,10.27
75.22,0.52,6.99
76.23,0.77,4.94
77.23,0.52,7.15
78.23,0.64,6.49
79.23,0.51,3.76
80.24,0.78,5.45
81.24,1.29,7.25
82.25,0.38,4.79
83.25,0.78,4.79
84.26,0.78,7.26
85.26,0.51,7.52
86.26,0.39,5.58
87.27,0.39,7.39
88.27,0.39,8.7
89.27,0.13,9.61
90.27,0,11.56
91.28,8.42,20.23
92.28,11.56,22.48
93.29,9.84,21.89
94.29,11.55,23.23
95.3,12.7,25.93
96.3,11.17,20.52
97.3,11.18,22.76
98.3,10.88,22.43
99.3,4.16,14.45
100.31,0.39,13.9
101.31,0.13,12.89
102.31,1.43,12.63
103.31,3.11,15.05
104.32,1.55,13.5
105.32,1.68,12.98
106.32,0.91,11.57
107.33,4.27,17.77
108.33,11.2,23.43
109.33,0.78,13.11
110.33,1.81,14.18
111.33,11.97,25.62
112.34,12.18,24.48
113.34,9.07,22.04
114.34,24.22,44.79
115.35,11.41,23.47
116.35,9.59,21.78
117.36,8.93,23.05
118.36,8.42,19.43
119.36,15.49,26.17
120.36,9.36,23.01
121.37,8.7,20.01
122.37,9.24,20.83
123.37,18.19,31.05
124.37,11.97,24.35
125.37,22.89,33.16
126.37,13.4,25.49
127.38,20,32.61
128.38,20.55,33.03
129.38,8.72,19.92
130.38,8.81,23.86
131.38,8.46,19.14
132.39,10.27,32.25
133.39,11.18,26.01
134.39,12.45,29.44
135.4,9.71,21.89
136.4,10.65,26.38
137.4,10.91,24.17
138.4,8.56,20.09
139.41,8.97,23.8
140.41,11.16,25.31
141.41,8.18,18.32
142.42,14.93,29.46
143.42,18.47,34.34
144.42,18.57,32.09
145.42,22.59,41.67
146.43,20.38,36.73
147.43,17.69,29.91
148.43,18.32,35.22
149.43,17.93,35.6
150.44,19.45,34.62
151.44,19.77,34.73
152.44,20.77,37.51
153.45,18.3,35.18
154.45,17.53,47.29
155.45,18.58,43.27
156.45,18.17,33.1
157.46,18.99,33.42
158.46,19.26,35.41
159.46,19.1,33.79
160.46,18.93,33.2
161.47,20,37.29
162.47,18.08,33.69
163.47,18.14,31.09
164.48,18.79,36.18
165.48,18.55,32.81
166.49,18.28,29.69
167.49,18.32,35.07
168.49,18.04,32.19
169.5,18.71,29.76
170.5,17.26,34.13
171.5,18.71,36.25
172.5,18.61,31.77
173.51,18.94,34.62
174.51,17.89,34.88
175.52,17.78,34.13
176.52,20.54,37.07
177.52,19.17,35.63
178.52,18.85,32.39
179.53,19.51,32
180.53,17.89,34.61
181.54,19.31,33.68
182.54,16.92,30.6
183.54,16.9,34.34
184.54,18.08,34.34
185.54,18.88,30.85
186.55,19.58,36.18
187.55,18.15,32.29
188.55,16.1,25.31
189.56,28.4,49.54
190.56,9.97,30.96
191.57,10.51,27.9
192.57,12.48,30.7
193.57,12.83,35.92
194.58,12.21,30.53
195.58,9.71,25.13
196.58,9.36,28.62
197.59,9.85,33.16
198.59,8.29,22.8
199.6,12.06,35.53
200.61,12.3,31.21
201.61,9.48,26.77
202.61,9.75,28.48
203.61,11.19,32.55
204.62,9.97,18.78
205.62,8.55,15.8
206.62,9.49,15.35
207.63,8.55,10.87
208.63,8.16,12.71
209.64,8.94,15.17
210.64,8.16,13.23
211.64,9.08,13.75
212.65,7.91,14
213.65,8.57,12.98
214.66,7.63,9.58
215.66,11.68,17.78
216.66,9.22,14.16
217.67,13.35,23.08
218.67,8.17,23.99
219.68,10.24,32.16
220.68,8.31,23.38
221.68,8.97,28.62
222.69,8.04,29.05
223.69,8.32,24.58
224.69,9.09,29.23
225.69,9.1,27.05
226.7,8.3,24.51
227.7,8.85,26.55
228.7,9.47,27.36
229.7,8.72,29.3
230.7,14.05,33.45
232.01,8.36,28.77
