"Time [s]","Process load","System load"
0.0,0,0
1.01,12.58,36.05
2.01,13.11,37.38
3.02,5.58,26.24
4.02,2.33,20.86
5.02,0.64,21.46
6.02,1.56,21.69
7.03,1.16,16.13
8.03,0.39,20.52
9.03,1.56,19.58
10.04,4.15,25.29
11.04,1.16,22.71
12.04,0.13,14.96
13.05,0.52,19.47
14.05,0.64,20.42
15.05,2.33,20.1
16.05,14.56,34.46
17.06,16.19,38.34
18.06,7.68,26.56
19.06,14.16,34.43
20.07,3.75,27.6
21.07,15.04,30.85
22.08,4.15,28.14
23.08,10.66,32.77
24.08,14.28,35.44
25.08,15.88,37.1
26.08,8.44,28.32
27.09,3.24,23.41
28.09,4.41,25.46
29.09,2.98,24.36
30.1,2.72,20.79
31.1,1.43,23.77
32.1,2.85,25.44
33.11,1.29,19.36
34.11,1.55,24.76
35.12,1.56,18.95
36.12,0.39,24.14
37.12,11.52,30.57
38.13,2.47,21.83
39.13,0.91,22.24
40.13,0.38,22.48
41.13,0.39,18.45
42.14,0.26,18.41
43.14,0.64,25.23
44.14,0.12,17.26
45.14,0.52,20.02
46.15,1.03,19.23
47.15,0.12,15.71
48.15,0.65,23.38
49.16,0.25,18.56
50.16,0.78,13.1
51.16,0.9,10.27
52.17,0.51,6.09
53.17,0.78,6.51
54.17,0.39,6.23
55.18,1.29,6.08
56.18,0.52,5.82
57.19,0.51,8.43
58.19,1.03,7.52
59.19,0.91,6.61
60.2,0.51,6.36
61.2,1.56,4.54
62.2,0.9,5.57
63.2,0.78,8.96
64.21,0.9,3.12
65.21,0.25,6.49
66.21,0.78,7.39
67.21,1.03,4.68
68.22,0.25,6.21
69.22,0.52,6.88
70.23,9.09,10.78
71.23,8.71,14.43
72.23,8.06,14.32
73.23,0.64,6.36
74.23,0.91,5.73
75.23,0.39,6.37
76.24,0.77,4.02
77.24,0.39,5.72
78.24,0.77,8.03
79.25,0.9,3.36
80.25,0,5.06
81.26,0.77,6.86
82.26,1.03,3.62
83.26,1.17,7.94
84.26,0.64,7.26
85.27,0.78,4.8
86.27,0.9,5.31
87.27,1.03,8.31
88.27,0.78,3.39
89.28,0.25,4.81
90.28,1.04,8.05
91.28,0.64,4.53
92.29,9.34,14.02
93.29,11.28,18.02
94.29,11.14,16.07
95.3,11.67,15.43
96.3,11.53,18.54
97.31,11.01,16.45
98.31,11.98,14.71
99.31,11.15,15.42
100.31,4.42,12.24
101.32,0.64,5.71
102.32,0.13,4.67
103.32,2.08,11.71
104.33,2.2,7.26
105.33,1.81,5.96
106.33,1.3,7.68
107.33,1.95,8.05
108.34,8.43,14.66
109.34,6.88,14.55
110.34,1.69,7.68
111.35,2.2,12.69
112.35,16.27,24.48
113.35,9.88,17.8
114.35,15.2,18.32
115.35,17.69,25.09
116.35,10.65,17.67
117.36,8.57,9.35
118.36,9.72,14.26
119.36,9.87,16.87
120.37,15.34,19.77
121.37,9.47,15.96
122.37,8.7,15.07
123.37,8.17,13.89
124.38,15.46,18.44
125.38,18.52,23.44
126.38,12.62,18.21
127.39,15.02,17.36
128.4,17.62,23.19
129.4,9.33,15.29
130.4,10.4,16.78
131.41,9.21,13.87
132.41,10.28,17.45
133.41,13.4,20.56
134.41,12.33,14.8
135.41,10.67,15.35
136.41,13.63,19.86
137.42,10.15,13.28
138.42,8.97,13.78
139.42,9.5,15.1
140.42,12.22,17.04
141.42,10.76,14.79
142.43,17.02,21.95
143.43,16.36,22.48
144.43,18.39,21.64
145.44,22.59,29.59
146.44,16.87,24.01
147.44,18.59,24.84
148.45,18.58,24.82
149.45,17.52,24.26
150.45,17.93,25.73
151.45,16.76,21.7
152.46,18.16,27.88
153.46,17.11,29.95
154.47,17.26,23.37
155.47,18.33,24.05
156.47,18.08,27.18
157.47,17.15,22.35
158.47,17.81,23.15
159.48,19.38,26.01
160.48,18.19,26.63
161.48,16.99,22.43
162.48,17.28,23.12
163.49,18.15,24.9
164.49,17.84,28
165.49,16.61,21.28
166.5,17.91,25.18
167.5,18.6,25.49
168.5,16.53,21.35
169.5,17.78,25.44
170.5,17.67,23.91
171.51,16.77,25.1
172.51,17.78,38.55
173.51,19.34,42.06
174.51,18.86,38.89
175.52,19.36,42.23
176.52,18.06,39.5
177.52,18.97,40.41
178.52,17.16,36.67
179.53,18.17,38.3
180.53,17.8,40.66
181.53,18.05,41.97
182.54,17.9,40.46
183.54,18.18,39.24
184.54,18.32,40.28
185.55,17.88,40.03
186.55,18.56,41.15
187.55,15.74,33.04
188.56,19.58,41.62
189.56,28.29,50.37
190.56,10.77,29.46
191.57,12.59,35.04
192.57,11.14,31
193.58,12.19,24.37
194.58,12.24,19.53
195.58,9.98,15.04
196.58,9.5,25
197.58,8.96,23.77
198.58,11.2,31.38
199.59,11.93,35.04
200.59,10.02,29.69
201.59,10.8,31.37
202.59,9.49,25.49
203.59,11.42,27.25
204.59,10.41,29.81
205.6,9.71,29.15
206.6,9.59,22.82
207.61,9.21,26.09
208.61,9.62,29.13
209.61,9.73,29.59
210.62,9.88,25.34
211.62,9.46,29.3
212.63,9.59,27.98
213.63,10.12,27.67
214.63,8.84,28.09
215.63,13.39,31.21
216.63,11.18,26.14
217.63,13.52,38.89
218.64,11.41,29.95
219.64,11.16,27.65
220.65,9.07,27.33
221.65,9.36,27.58
222.67,8.04,26.31
223.67,11.13,30.8
224.68,8.83,30.79
225.68,8.58,24.06
226.68,9.72,29.18
227.69,8.69,29.17
228.69,9.21,25.68
229.69,8.85,27.73
230.7,13.62,33.06
231.73,8.54,33.93
