"Time [s]","Process load","System load"
0.0,0,0
1.01,14.53,22.06
2.01,9.86,20.51
3.01,23.33,32.05
4.01,15.86,21.98
5.01,29.24,38.98
6.02,19.63,28.62
7.02,18.08,26.27
8.02,19.47,27.25
9.03,14.01,21.4
10.03,13.12,17.01
11.03,10.64,18.17
12.03,17.05,23.82
13.03,28.51,34.11
14.04,24.81,38.07
15.04,16.37,24.82
16.04,18.35,26.55
17.04,23,32.61
18.04,20.95,26.69
19.05,15.95,21.78
20.05,19.65,28.25
21.05,13.87,20.36
22.05,30.08,37.36
23.05,23.28,31.35
24.06,29.82,35.79
25.06,17.8,25.08
26.06,14.19,22.65
27.06,28.23,36.28
28.06,23.54,30.04
29.07,14.69,21.72
30.07,12.85,23.75
31.07,12.86,23.78
32.08,13.47,25.13
33.08,11.03,18.95
34.08,12.86,23.26
35.08,17.94,25.75
36.09,14.44,24.05
37.24,12.26,19.69
38.24,14.96,22.76
39.25,9.87,19.23
40.25,11.85,19.4
41.25,8.68,21.76
42.25,14.06,28.12
43.26,17.79,27.93
44.26,11.8,20.1
45.26,24.16,31.96
46.27,20.62,27.88
47.27,11.53,21.14
48.27,10.77,16.48
49.28,11.28,17.9
50.28,10.53,20.15
51.29,10.37,21.01
52.29,10.65,15.2
53.29,10.93,18.47
54.29,8.96,16.75
55.29,9.87,17
56.3,16.25,31.47
57.55,12.09,22.64
58.54,12.52,21.91
59.55,15.18,25.83
60.55,10.5,27.75
61.56,11.54,22.17
62.56,11.02,22.82
63.56,9.09,23.77
64.57,9.87,22.98
65.57,12.22,32
66.57,15.98,34.82
67.57,15.34,36.03
68.58,13.64,36.26
69.58,22.39,46.87
70.58,15.59,33
71.58,10.12,32.32
72.59,10.12,31.54
73.59,9.73,28.04
74.59,10.91,32.09
75.59,9.36,23.67
76.6,8.69,17.26
77.6,7.13,21.39
78.6,8.31,22.35
79.61,13.26,21.07
80.61,11.67,23.08
81.61,8.19,20.03
82.61,8.57,20.13
83.61,11.18,19.9
84.62,10.88,22.43
85.73,7.51,20.31
86.73,11.99,23.2
87.73,7.78,21.67
88.73,9.5,26.3
89.74,14.28,22.06
90.74,8.7,21.83
91.74,10.63,24.12
92.75,8.69,19.44
93.75,7.38,19.71
94.75,9.1,22.51
95.76,10.01,21.32
96.76,8.68,32.26
97.76,8.82,26.7
98.77,8.33,21.87
99.77,13,23.93
100.77,12.33,27.52
101.77,8.18,20.53
102.78,7.67,18.98
103.78,11.16,24.27
104.78,8.3,18.95
105.78,6.36,16.78
106.79,7.13,20.75
107.79,6.89,17.55
108.79,8.05,16.9
109.79,8.32,18.86
110.79,6.51,20.96
111.79,7.55,16.4
112.8,7.12,20.88
113.8,8.05,22.98
114.81,7.91,21
115.81,7.53,26.77
116.81,6.99,29.4
117.82,7.15,26.12
118.82,7.15,29.55
119.82,9.1,29.92
120.82,7.51,27.62
121.83,8.17,27.65
122.83,9.08,28.66
123.83,9.49,25.49
124.83,9.74,25.2
125.84,10.41,19.79
126.84,8.81,14.52
127.84,8.16,15.03
128.85,9.21,18.8
129.85,8.85,13.28
130.85,9.33,19.71
131.86,8.3,16.85
132.86,9.5,16.01
133.97,8.43,15
134.97,9.66,18.93
135.97,8.3,14.91
136.97,11.71,19.92
137.97,8.84,17.29
138.97,12.35,19.38
139.98,11.17,19.23
140.98,8.97,19.77
141.98,12.87,20.02
142.98,9.97,19.95
143.99,9.09,19.62
144.99,11.3,20.91
145.99,10,21.7
147.0,9.72,18.93
148.0,9.08,18.56
149.0,8.85,18.23
150.0,8.32,18.98
151.01,9.59,19.06
152.01,8.58,17.55
153.01,12.36,21.75
154.01,9.6,17.89
155.01,7.92,14.03
156.02,8.42,20.88
157.02,9.25,19.65
158.02,9.22,15.33
159.02,9.08,18.56
160.27,10.21,18.97
161.28,8.18,16.61
162.28,7.93,16.9
163.28,8.17,22.07
164.29,7.52,19.59
165.29,10.28,19.63
166.29,7.51,17.12
167.3,8.15,15.29
168.3,8.2,12.1
169.3,8.31,20
170.3,8.17,18.04
171.31,7.26,14.26
172.31,8.16,21.78
173.31,8.6,20.18
174.32,7.26,14.25
175.32,9.22,22.22
176.32,7.41,18.71
177.33,8.42,16.21
178.33,7.27,19.62
179.33,8.43,21.78
180.34,9.73,18.04
181.34,12.5,24.21
182.34,10.26,25.2
183.35,9.85,19.04
184.35,8.81,17.89
185.35,10.8,22.52
186.36,7.51,14.91
187.36,6.77,17.05
188.36,8.43,19.08
189.36,14.14,22.17
190.37,8.84,20.42
191.37,7.77,19.95
192.38,7.26,14.67
193.38,9.22,18.71
194.38,9.08,21.65
195.38,8.18,15.59
196.39,9.24,19.92
197.39,8.96,21.93
198.39,8.93,19.17
199.39,7.8,19.9
200.4,8.2,22.89
201.4,7.77,15.56
202.56,8.06,15.01
203.57,8.18,14.94
204.57,8.43,16.99
205.57,8.32,23.15
206.58,8.57,25.59
207.58,8.45,28.09
208.58,8.57,19.88
209.58,8.94,26.84
210.86,8.39,24.16
211.86,9.24,28.25
212.86,8.34,23.59
213.86,9.08,26.61
214.87,9.85,28.01
215.87,8.94,24.12
216.87,8.05,27
217.88,9.73,27.52
218.88,7.93,29.39
219.88,8.54,34.46
220.88,8.07,23.56
221.88,7.66,19.49
222.88,8.2,23.17
223.89,8.7,24.04
224.89,8.58,23.54
226.01,8.45,26.4
227.01,8.47,25.68
228.02,9.06,38.21
229.02,8.69,34.66
230.02,13.28,31.5
231.03,11.15,28.4
232.03,8.83,26.89
