"Time [s]","Process load","System load"
0.0,0,0
1.01,13.78,21.59
2.01,10.65,15.2
3.01,22.43,33.46
4.01,18.23,28.5
5.01,26.16,33.07
6.02,18.21,27.83
7.02,17.96,28.51
8.02,17.69,23.4
9.02,13.11,25.44
10.03,11.93,21.78
11.03,13.77,17.53
12.03,17.45,26.56
13.03,30.76,41.15
14.04,19.3,24.61
15.04,18.61,26.04
16.04,18.47,24.58
17.04,21.41,25.44
18.05,17.82,25.62
19.05,20.53,29.49
20.05,16.19,20.98
21.06,22.34,28.85
22.06,31.21,39.93
23.06,24.41,31.15
24.06,22.8,34.27
25.06,15.71,25.19
26.07,25.04,31.41
27.07,30.73,39.84
28.07,15.05,24.53
29.08,15.45,22.07
30.08,16.21,25.41
31.08,11.55,19.73
32.09,16.89,22.48
33.18,11.68,21.34
34.18,14.32,22
35.18,17.41,26.63
36.18,13.65,21.59
37.18,11.2,22.39
38.19,15.2,23.12
39.19,11.15,18.67
40.19,17.93,24.69
41.2,16.97,23.7
42.2,19.24,27.18
43.2,17.32,26.17
44.2,19.44,24.9
45.21,10.39,23.38
46.21,15.85,35.08
47.21,10.78,21.2
48.21,12.22,29.13
49.22,10.11,18.15
50.22,9.87,12.6
51.22,11.04,19.08
52.22,9.63,17.05
53.22,9.36,17.55
54.28,12.21,20.36
55.28,16.3,28.57
56.28,12.97,23.62
57.28,12.75,22.76
58.29,13.11,22.72
59.29,15.71,24.68
60.29,10.77,23.11
61.29,12.2,23.75
62.3,10.11,19.06
63.3,12.84,22.43
64.31,10,20.65
65.31,13.63,25.86
66.31,14.83,23.4
67.31,16.79,28.77
68.32,20.38,39.98
69.32,11.33,30.85
70.32,11.66,36.82
71.32,15.56,36.18
72.33,10.39,30.4
73.33,12.22,31.21
74.33,8.02,27.59
75.34,8.43,31.51
76.34,9.24,33.2
77.34,7.55,28.23
78.34,8.57,20.65
79.34,14.01,27.91
80.34,8.2,18.1
81.35,7.28,18.33
82.35,9.36,25.49
83.35,9.22,23.65
84.35,10.25,18.02
85.36,10.51,23.1
86.36,9.37,22.52
87.36,7.93,17.82
88.36,16.88,27.9
89.37,13.01,25.13
90.37,7.54,16.25
91.37,11.81,23.23
92.37,8.69,21.16
93.38,10.27,20.02
94.38,7.53,20.63
95.38,7.8,20.42
96.45,8.28,17.78
97.46,8.93,20.72
98.46,14.52,27.62
99.46,10.64,21.02
100.47,8.83,19.99
101.47,6.37,18.62
102.47,10.52,22.48
103.47,7.41,16.8
104.47,6.61,17.11
105.48,7.15,19.1
106.48,6.61,18.28
107.48,7.01,20.55
108.49,8.19,21.18
109.49,6.87,16.85
110.49,7.51,21.39
111.49,8.47,19.67
112.5,8.69,21.78
113.5,7.39,22.98
114.51,9.44,24.56
115.51,7.05,17.88
116.51,8.85,15.1
117.51,6.62,20.26
118.51,7.27,19.75
119.51,7.94,19.14
120.51,8.96,20.27
121.52,9.88,18.71
122.52,8.98,12.62
123.52,8.72,17.7
124.52,9.22,18.45
125.52,9.1,14.7
126.52,8.59,16.92
127.54,8.06,15.23
128.55,8.54,16.05
129.55,9.12,19.96
130.55,9.25,24.47
131.73,10.14,18.1
132.73,8.2,15.47
133.73,12.32,20.38
134.74,10.65,15.72
135.74,9.99,17.65
136.74,8.33,17.44
137.74,9.48,15.21
138.74,9.89,17.94
139.74,8.58,16.25
140.75,8.98,17.45
141.75,8.05,16.35
142.75,9.22,18.45
143.76,8.16,18.8
144.76,7.66,19.49
145.76,8.71,17.94
146.76,9.72,17.63
147.77,8.97,13.78
