"Time [s]","Process load","System load"
0.0,0,0
1.0,15.5,25.39
2.0,10.15,17.19
3.01,25.44,37.12
4.01,21.2,29.92
5.01,24.35,32.42
6.01,19.85,30.89
7.02,20.88,30.6
8.02,24.4,35.17
9.02,14.7,25.75
10.03,11.55,17.26
11.03,10.79,17.29
12.03,14.84,25.91
13.03,30.82,38.11
14.03,28.61,40.84
15.03,16.28,24.48
16.03,26.78,32.38
17.04,20.1,30.22
18.04,18.19,27.28
19.07,17.31,22.5
20.07,21.35,31.9
21.07,15.85,21.83
22.08,21.18,28.58
23.08,27.6,38.02
24.08,22.95,28.66
25.08,22.45,34.66
26.08,16.92,26.69
27.09,20.42,24.97
28.09,22.99,35.21
29.09,15.45,24.14
30.1,12.59,21.96
31.1,16.99,29.44
32.1,13.68,22.02
33.1,11.27,17.25
34.1,15.23,25.12
35.11,9.89,18.33
36.11,14.52,22.31
37.11,16.9,27.05
38.12,14.25,22.66
39.12,15.59,22.87
40.12,12.48,23.15
41.12,13.12,19.1
42.13,12.04,24.36
43.13,15.05,24.66
44.14,17.88,24.48
45.14,12.36,19.79
46.14,21.09,32.41
47.14,21.1,29.43
48.14,14.13,27.35
49.15,14.53,23.37
50.15,11.45,18.49
51.15,12.09,21.71
52.15,10.53,16.65
53.24,9.77,17.39
54.25,11.54,21.68
55.25,9.48,17.53
56.25,9.35,21.18
57.25,11.69,30.66
58.48,16.27,34.15
59.48,11.31,30.96
60.48,14.44,35.5
61.49,11.03,32.71
62.49,13.52,29.52
63.49,19.65,30.99
64.49,9.64,18.63
65.49,12.22,28.87
66.49,10.11,20.87
67.5,10.88,21.27
68.5,8.18,21.41
69.5,13.22,21
70.51,14.44,23.54
71.51,19.12,31.74
72.51,23.04,36.32
73.51,19.79,34.76
74.51,10.76,20.49
75.52,12.46,24.01
76.52,8.83,21.8
77.52,8.58,20.81
78.53,8.43,21.4
79.53,8.41,23.05
80.54,7.39,23.47
81.54,8.42,21
82.54,7.95,24.21
83.54,14.28,26.77
84.54,7.68,20.18
85.55,8.17,21.14
86.55,11.81,23.26
87.55,10.76,24.64
88.56,7.53,23.1
89.56,9.73,21.18
90.57,8.17,20.75
91.57,8.69,21.93
92.57,14.64,25.68
93.58,13.08,25.52
94.58,7.26,20.51
95.58,11.97,25.23
96.59,8.19,23.02
97.59,11.02,26.58
98.59,8.31,18.97
99.59,8.05,21.31
100.6,8.42,22.15
101.6,8.33,18.61
102.61,10.76,26.32
103.61,15.95,45.26
104.61,10.93,26.04
105.61,8.31,23.26
106.61,7.8,21.59
107.62,9.88,22.23
108.62,10.14,23.28
109.62,7.79,23.91
110.62,7.29,15.1
111.62,8.98,20.57
112.63,7.78,21.39
113.63,6.75,18.46
114.63,8.8,19.02
115.64,8.3,18.55
116.64,9.11,19.4
117.64,6.89,26.53
118.64,8.44,24.55
119.65,7.4,19.6
120.65,7.55,22.91
121.65,8.05,19.36
122.65,6.5,19.92
123.65,7.77,24.35
124.66,7.67,22.24
125.66,8.03,21.53
126.67,10.36,19.42
127.67,10.14,18.6
128.67,8.29,17.62
129.83,8.88,17.19
130.83,9.37,17.84
131.84,8.95,18.69
132.84,8.58,21.07
133.84,8.43,14.65
134.84,8.7,19.24
135.84,8.84,20.66
136.85,9.49,15.6
137.85,10.11,22.2
138.85,8.05,19.08
139.85,11.44,18.33
140.86,10.39,17.67
142.14,9.02,18.33
143.14,10.42,15.64
