"Time [s]","Process load","System load"
0.0,0,0
1.0,7.55,14.17
2.0,0.77,5.08
3.01,1.3,6.89
4.01,0.38,7.02
5.01,2.73,8.7
6.02,0.12,5.95
7.02,0.77,8.42
8.02,0.39,3.36
9.03,0.12,6.11
10.03,0.39,5.7
11.04,0.26,3.49
12.04,0.25,6.24
13.04,0.39,4.68
14.04,0.51,3.89
15.05,0.52,8.44
16.05,1.29,8.56
17.05,0.51,3.77
18.05,0.39,7.03
19.05,1.68,6.88
20.06,0.13,2.6
21.06,0.78,7.55
22.06,0.39,5.05
23.06,0.77,6.35
24.07,0.78,7.79
25.07,0.13,7.53
26.07,0.25,3.24
27.07,0.39,7.68
28.08,0.64,6.48
29.08,1.03,4.53
30.09,0.25,5.43
31.09,0.13,5.59
32.09,0.64,4.14
33.1,0.25,5.99
34.1,0.52,6.08
35.1,0.51,5.07
36.11,0.52,7.65
37.11,0.25,7.76
38.12,2.07,5.18
39.12,0.13,6.23
40.13,13.61,20.49
41.13,0.26,5.45
42.13,1.16,5.85
43.14,0.91,6.99
44.14,0.64,5.71
45.14,1.03,6.48
46.15,0.9,8.16
47.15,2.2,6.22
48.15,0.39,4.55
49.15,0.77,9.76
50.16,1.03,4.29
51.16,0.26,6.35
52.16,0.25,6.63
53.16,0.51,2.98
54.16,0.78,6.12
55.17,0.78,8.95
56.17,0.78,3.12
57.17,0.51,5.58
58.18,0.25,5.84
59.18,0.26,4.16
60.18,0.64,9.34
61.19,0.64,8.42
62.19,0.25,3.64
63.19,0.52,6.35
64.19,0.64,7.53
65.2,0.39,3.62
66.2,0.38,5.34
67.2,0.39,7.81
68.2,1.04,4.28
69.21,0.39,5.32
70.21,0.64,7.93
71.21,0.39,3.89
72.21,0.91,6.24
73.22,0.12,6.23
74.22,0.52,3.76
75.22,0.51,5.57
76.23,0.39,6.11
77.23,0.65,3.9
78.23,0.52,5.83
79.24,2.46,8.04
80.24,0.25,5.05
81.24,9.87,15.59
82.25,2.33,9.32
83.25,1.16,8.97
84.25,2.33,8.3
85.25,0.39,5.71
86.26,0.64,5.71
87.26,0.78,5.2
88.26,2.08,9.37
89.26,0.52,6.36
90.27,0.9,5.31
91.27,0.77,7.91
92.27,0.39,4.93
93.28,0.9,3.76
94.28,0,6.11
95.28,1.17,8.17
96.28,0.39,5.73
97.28,0.51,8.58
98.29,0.64,5.05
99.29,0.91,3.9
100.29,0.25,6.5
101.29,0.39,5.07
102.29,0.39,3.51
103.3,1.03,7.51
104.3,0.64,5.97
105.31,0.25,3.36
106.31,0.25,6.9
107.31,0.52,6.73
108.31,0.64,6.63
109.32,0.25,9.47
110.32,0.78,6.09
111.32,0.12,4.29
112.33,0.39,7.02
113.33,0.39,6.34
114.34,0.52,5.32
115.34,0.12,7.03
116.34,1.3,6.21
117.34,0.64,5.97
118.35,0.64,6.61
119.35,0.51,4.81
120.35,1.81,6.62
121.35,0.25,7.42
122.35,4.55,10.55
123.35,6.9,10.02
124.36,0.26,8.3
125.36,1.42,7.39
126.36,0.26,5.06
127.37,3.11,9.87
128.37,0.9,7.91
129.37,0.64,3.12
130.38,0.25,6.37
131.38,0.39,6.61
132.38,0.78,4.41
133.39,0.9,6.87
134.39,1.17,9.36
135.39,0.52,2.21
136.39,0.51,5.71
137.4,0.13,5.57
138.4,0.64,3.75
139.41,0.64,6.62
140.41,0.78,7
141.41,0.39,4.67
142.41,0.25,6.89
143.41,0.78,5.85
144.42,0.25,2.46
145.42,0.39,6.89
146.42,0.12,6.09
147.42,0.39,4.03
148.43,0.52,6.88
149.43,4.27,10.9
150.43,13.63,17.39
151.43,0,11.43
152.44,0.25,15.83
153.44,0.78,18.49
154.44,0.39,21.44
155.45,0,15.03
156.45,0,10.37
157.45,0.12,15.09
158.46,0,12.69
159.46,0.91,15.07
160.46,0,21.09
161.46,0.12,20.18
162.46,0.52,15.86
163.46,0.25,10.8
164.47,0.25,14.79
165.47,0.39,13.23
166.47,0.39,10.92
167.47,1.17,14.06
168.47,0,14.04
169.48,0.12,10.52
170.48,0.13,13.9
171.48,0,13.77
172.49,2.2,18.55
173.49,16.51,36.67
174.49,0.13,16.79
175.49,1.42,13.76
176.5,0.12,9.84
177.5,0.39,14.02
178.51,0,12.56
179.51,0.13,9.34
180.51,0.12,13.64
181.51,0.13,12.62
182.51,7.93,25.74
183.51,12.36,30.2
184.52,0.91,17.04
185.52,0.51,16.4
