"Time [s]","Process load","System load"
0.0,0,0
1.01,8.29,13.08
2.01,0.38,5.58
3.01,1.81,5.56
4.02,0.25,5.33
5.02,3.38,10.66
6.02,0.12,3.9
7.02,0,4.93
8.03,1.03,6.99
9.03,0.78,5.07
10.04,0.25,4.4
11.04,0.26,6.24
12.04,0.64,4.67
13.04,0.77,6.76
14.05,0.65,7.8
15.05,0.77,5.58
16.05,0.52,5.97
17.05,1.55,7.39
18.06,0,3.11
19.06,1.3,6.87
20.06,0.12,6.76
21.07,1.42,6.34
22.07,0.13,4.68
23.07,0.51,6.63
24.07,0.25,5.05
25.07,0.26,4.67
26.08,0.25,6.75
27.08,0.9,4.01
28.09,0.39,5.32
29.09,0.25,7.4
30.1,0.65,4.53
31.1,0.38,4.03
32.1,0.65,5.96
33.1,0.38,3.63
34.11,0.52,6.09
35.11,0.51,7.68
36.11,0.91,5.71
37.12,0.39,3.63
38.12,2.58,7.65
39.13,0.13,5.18
40.13,12.35,16.9
41.13,0.52,8.18
42.14,1.03,4.93
43.14,1.68,6.23
44.14,0.64,7.8
45.14,0.51,5.33
46.15,0.39,3.89
47.15,2.08,9.1
48.15,0.26,5.58
49.15,0.51,5.06
50.16,0.39,7.26
51.16,0.13,3.77
52.16,0.51,5.31
53.16,0.65,4.81
54.17,0.52,5.58
55.17,0.25,4.04
56.17,0.39,12.97
57.18,0.51,12.46
58.18,0.52,26.43
59.18,0.39,23.8
60.18,0.64,13.47
61.19,0,12.32
62.19,0.12,14.24
63.2,0.26,13.1
64.2,0.12,6.88
65.2,0.78,8.42
66.21,0.39,6.76
67.21,0.51,3.9
68.21,0.13,6.23
69.22,0.39,5.84
70.22,0.51,4.16
71.22,0.78,6.36
72.22,0.64,5.97
73.23,0.39,3.5
74.23,0.39,6.73
75.24,0.77,7.38
76.24,0.51,4.16
77.24,0.38,7.12
78.25,0,6.1
79.25,1.95,5.46
80.25,0.12,5.96
81.25,8.85,14.45
82.26,4.28,8.32
83.26,0.26,6.75
84.26,1.81,9.36
85.26,0,2.85
86.27,0.52,8.82
87.27,0.51,7.66
88.28,2.46,5.18
89.28,0.13,5.7
90.28,0.25,8.81
91.29,0.52,2.98
92.29,0.38,5.98
93.29,0.26,7.67
94.29,0.77,4.94
95.3,0,5.7
96.3,0.65,6.38
97.3,0.77,3.75
98.31,0.91,5.19
99.31,1.3,11.2
100.31,0.64,4.66
101.31,0.13,4.8
102.32,0.38,6.86
103.32,0.38,4.81
104.32,0.91,6.61
105.33,1.29,8.81
106.33,0.39,3.24
107.33,0.78,8.2
108.33,0.25,7.29
109.34,0.39,4.27
110.34,0.25,6.1
111.34,0.13,6.76
112.34,0.12,3.39
113.35,0.64,7.91
114.35,0.26,6.61
115.35,0.51,2.46
116.36,0.52,5.96
117.36,0.64,8.19
118.36,0.64,5.58
119.36,1.04,7.81
120.37,2.07,9.32
121.37,0.51,2.33
122.37,3.38,9.24
123.37,7.15,18.48
124.37,0.64,4.03
125.38,1.82,7.54
126.38,0,6.1
127.38,2.85,7.25
128.38,0.65,7.03
129.39,0.39,6.61
130.39,0.77,4.67
131.39,0.52,7.03
132.4,0.13,5.06
133.4,0.38,4.41
134.4,0.91,5.7
135.41,0.39,6.22
136.41,0.9,4.81
137.41,0.9,6.76
138.41,1.04,6.9
139.41,0.26,4.15
140.42,0.51,6.62
141.42,0.64,6.22
142.42,0.52,4.67
143.43,0.78,5.33
144.43,0,5.57
145.43,0.51,4.55
146.44,0.52,5.18
147.44,0.64,8.58
148.44,0.51,4.14
149.44,3.12,6.76
150.45,15.09,21.58
151.45,0.39,6.77
152.45,0.12,3.62
153.46,0.25,5.58
154.46,0.26,5.32
155.46,0.12,3.9
156.46,0.26,6.62
157.46,0.38,5.07
158.47,0.65,3.9
159.47,0.77,6.09
160.47,0.26,6.47
161.48,0.38,4.15
162.48,1.03,7.79
163.49,1.17,7.52
164.49,0.77,6.73
165.5,0.25,5.44
166.5,0.64,5.31
167.5,0.52,2.59
168.51,0.25,7.01
169.51,0.25,4.91
170.51,0.39,4.29
171.52,0.52,7.12
172.52,2.07,7.13
173.52,12.87,17.16
174.53,0.26,7.51
175.53,0.12,4.67
176.54,0.39,3.62
177.54,0.25,8.33
178.54,0.26,5.07
179.54,0.25,4.79
180.55,0.38,7.64
181.55,3.62,10.1
182.56,11.71,21.58
183.56,2.85,13.93
184.56,0.64,5.19
