"Time [s]","Process load","System load"
0.0,0,0
1.0,7.41,12.08
2.01,0.39,4.01
3.02,2.33,8.68
4.02,0.25,7.38
5.02,3.24,6.09
6.03,0.25,7.91
7.03,0.78,6.38
8.03,0.51,3.9
9.04,0.65,6.62
10.04,0.25,3.88
11.04,0.25,4.41
12.05,0.52,6.23
13.05,0.38,5.85
14.05,0.65,3.77
15.05,0.77,7.78
16.06,0.26,5.31
17.06,1.16,5.98
18.06,0.13,6.34
19.07,1.55,4.69
20.07,1.17,6.23
21.07,1.04,8.97
22.07,0.13,4.42
23.08,0.25,7.15
24.08,0.51,7.15
25.08,0.91,4.93
26.08,0.12,6.24
27.08,0.26,4.02
28.09,0.77,5.45
29.09,0.91,7
30.1,0.9,7.11
31.1,0.64,5.84
32.11,0.25,5.84
33.11,0.13,11.56
34.11,0.78,8.84
35.11,0.39,4.66
36.12,0.77,7.27
37.12,0.52,4.67
38.13,2.2,6.6
39.13,0.51,6.08
40.13,14.43,20.55
41.14,0.39,6.34
42.14,1.43,7.42
43.14,1.17,5.99
44.14,0.39,4.55
45.14,0.64,5.71
46.14,0.51,5.45
47.15,2.08,6.9
48.15,0.26,6.63
49.15,1.03,5.19
50.15,0.38,4.02
51.16,0.52,6.86
52.16,0.39,5.84
53.16,0.12,4.68
54.16,0.91,6.11
55.17,0.12,6.11
56.17,0.91,5.85
57.17,0.78,6.88
58.17,0.51,6.09
59.18,0.52,5.33
60.18,0.38,6.86
61.19,0.52,4.27
62.19,0.51,3.64
63.19,0.13,6.89
64.19,0.78,5.72
65.2,0.25,4.28
66.2,0.64,6.49
67.2,0.39,5.72
68.2,0.9,5.06
69.21,0.13,5.96
70.21,0.64,5.06
71.21,0.52,3.25
72.21,0.12,6.36
73.22,0.39,5.95
74.22,0.25,4.02
75.22,1.03,7.01
76.22,0.26,5.2
77.23,0.9,5.86
78.23,0,6.48
79.23,1.95,5.99
80.23,0.39,4.28
81.24,9.47,15.43
82.24,3.38,8.85
83.24,0.78,7.12
84.25,2.07,7.92
85.25,0.51,7.65
86.25,0.52,5.19
87.26,0.51,5.96
88.26,1.69,6.35
89.26,0.77,3.24
90.27,0.64,6.88
91.27,0.26,6.09
92.28,0.25,2.97
93.28,1.17,7.8
94.28,0.64,6.22
95.29,0.39,2.97
96.29,1.16,6.23
97.29,0.52,6.38
98.3,0.39,4.42
99.3,0.77,6.24
100.3,0.26,6.87
101.3,0.64,5.71
102.31,0.25,5.97
103.31,0.39,6.9
104.31,0.78,4.16
105.31,0.51,4.15
106.32,0.52,6.87
107.32,0.64,4.66
108.33,0.51,5.96
109.33,0.64,6.62
110.33,0.39,3.24
111.33,0.52,5.58
112.34,0.39,6.35
113.34,0.51,5.19
114.35,0.64,4.15
115.35,0.39,6.36
116.35,0.9,7.52
117.36,0.52,5.43
118.37,0.25,5.57
119.37,0.64,4.94
120.37,2.46,7.51
121.38,0.39,6.35
122.38,7.15,13.52
123.38,4.55,7.66
124.38,0.13,5.57
125.39,1.43,7.28
126.39,1.03,4.92
127.39,2.34,8.72
128.39,1.04,14.56
129.4,0,9.58
130.41,0.52,6.09
131.41,0.65,7.55
132.41,0.9,4.03
133.41,0.13,6.35
134.42,0.64,8.3
135.42,0.9,3.9
136.42,1.03,7.63
137.43,0.13,7.13
138.43,0.78,4.94
139.43,0.25,5.58
140.44,0.25,6.62
141.44,0.64,3.11
142.44,0.25,5.97
143.44,0.13,6.77
144.45,0.52,3.49
145.45,0.64,6.11
146.45,0.51,25.68
147.46,0.64,23.12
148.46,0.13,12.75
149.46,5.59,21.98
150.46,13.98,28.1
151.47,0.26,11.54
152.47,0.38,11.95
153.47,0.26,5.84
154.48,0.9,4.93
155.48,0.64,7.8
156.48,0.64,5.7
157.49,0.91,4.8
158.49,0.39,8.05
159.49,0.9,6.11
160.49,0.51,3.77
161.49,0.26,6.11
162.5,0.77,6.88
163.5,0.78,3.51
164.5,0.52,5.99
165.5,0.12,7.15
166.5,0.91,3.25
167.51,0.77,5.96
168.51,0.91,6.35
169.51,0.39,3.37
170.52,0.51,5.97
171.52,0.25,7.41
172.52,1.69,5.32
173.52,14.64,23.34
174.53,0,5.33
175.53,0.77,5.18
176.54,0.51,4.01
177.54,0.52,7.93
178.54,0.39,4.02
179.54,1.04,8.2
180.54,0.51,6.64
181.55,1.95,6.63
182.55,8.95,21.54
183.56,6.86,14.9
184.56,0.25,4.79
