"Time [s]","Process load","System load"
0.0,0,0
1.01,7.9,10.88
2.01,0.77,7.38
3.01,1.82,8.7
4.02,0.12,2.47
5.02,2.46,7.9
6.03,0,6.1
7.03,1.16,5.3
8.04,0.77,5.96
9.04,0.25,6.25
10.04,0.64,4.54
11.04,0.9,8.7
12.05,0.26,6.88
13.05,0.64,4.27
14.06,0.25,6.87
15.06,0.78,8.05
16.06,1.16,3.88
17.06,0.64,8.2
18.07,0.26,7.27
19.07,1.29,4.54
20.07,0.25,5.56
21.08,0.91,6.89
22.08,0.64,3.1
23.09,0.25,7.76
24.09,0.64,6.63
25.09,0.39,3.12
26.09,0.25,6.48
27.09,0.64,6.76
28.1,0.64,4.41
29.1,0.13,7.13
30.11,0.52,5.96
31.11,0.64,4.02
32.11,0.25,7.03
33.11,0.51,5.84
34.11,1.03,4.54
35.12,0,6.36
36.12,0.91,7.39
37.12,0,3.11
38.12,2.34,9.11
39.13,0.13,6.1
40.13,13,18.33
41.13,0.13,7.15
42.14,2.33,7
43.14,0.25,4.94
44.14,0.13,5.46
45.14,0.78,6.89
46.14,0.39,4.42
47.14,2.72,12.86
48.15,0.12,7.13
49.15,0.64,4.67
50.16,0.39,6.09
51.16,1.04,6.63
52.16,0.39,4.29
53.16,0.64,6.35
54.16,0.52,5.99
55.16,0.51,4.95
56.17,0.26,7.12
57.17,0.38,5.84
58.18,0.65,4.8
59.18,0.64,6.6
60.19,0.64,5.96
61.19,0.9,4.14
62.2,1.17,8.56
63.2,0.25,7.66
64.2,0.77,4.79
65.21,0.39,6.51
66.21,0.65,6.37
67.21,0.64,5.07
68.21,0,5.31
69.22,0.64,4.79
70.22,0.64,5.32
71.22,0.52,7.81
72.23,0.77,6.87
73.23,0.39,3.76
74.23,0.78,10.77
75.23,0.64,4.93
76.24,0.25,4.93
77.24,1.17,7.03
78.24,0.13,5.57
79.25,2.2,6.49
80.25,0,5.18
81.26,11.28,17.63
82.26,1.03,6.23
83.26,0.12,5.18
84.27,2.07,7.14
85.27,0.64,4.94
86.27,0.91,7.67
87.27,0.51,5.46
88.27,2.72,7.01
89.28,0.13,6.36
90.28,0.64,5.46
91.28,0.39,3.63
92.28,0.25,5.86
93.28,0.52,5.85
94.28,0.25,5.2
95.29,0.39,5.33
96.29,0.13,6.35
97.29,0.51,3.75
98.3,0.9,7.13
99.3,0.39,13.15
100.3,0.26,5.31
101.31,1.29,7.91
102.31,0,4.03
103.31,0.51,5.32
104.32,0.26,5.71
105.32,0.9,6.23
106.32,0.64,4.8
107.33,0.52,6.74
108.33,0.38,6.62
109.33,1.03,4.54
110.34,0.26,6.48
111.34,0.77,6.1
112.34,0.65,5.71
113.34,0.38,5.34
114.35,0.38,4.4
115.35,0.64,5.07
116.35,1.03,8.17
117.36,0.52,4.41
118.36,0.25,5.2
119.36,0.38,5.7
120.36,2.07,5.84
121.37,0.52,3.76
122.37,9.33,14.78
123.38,0.25,6.35
124.38,0.51,5.83
125.39,1.56,7.77
126.39,0.9,5.07
127.39,2.33,7
128.39,0.52,7.4
129.4,0.25,5.32
130.4,0.52,4.42
131.4,0.12,7.01
132.4,0.65,5.46
133.41,0.38,6.86
134.42,0.13,8.16
135.42,0.39,5.05
136.42,1.16,5.19
137.43,0.39,6.62
138.43,0.52,5.72
139.43,0.78,5.84
140.43,0.12,6.5
141.43,0.52,6.1
142.44,0.77,5.19
143.44,0.52,8.18
144.44,0.13,5.2
145.44,0.51,6.51
146.45,0.52,5.19
147.45,0.25,4.81
148.45,0.64,5.84
149.45,10.38,16.48
150.46,6.48,12.97
151.46,0.64,7.51
152.47,0.26,7
153.47,0.51,4.94
154.47,0.13,5.3
155.48,1.03,8.3
156.48,0.64,3.12
157.48,0.51,5.97
158.49,0.13,7.91
159.49,0.78,5.34
160.49,0.39,7.02
161.49,0.9,7.52
162.5,0.25,2.97
163.5,0.13,5.43
164.51,0.64,7.13
165.51,0.39,3.62
166.51,0.64,5.72
167.52,0.13,5.58
168.52,0.12,4.8
169.52,0.39,6.5
170.52,0.52,7.13
171.52,0.51,4.03
172.53,10.1,14.76
173.53,4.16,11.31
174.54,0.51,5.32
175.54,0.39,7.28
176.54,0.52,8.42
177.54,0.64,3.89
178.55,0.25,7.14
179.55,0.13,6.87
180.56,0.51,4.66
181.56,5.58,15.59
182.56,11.59,22.26
183.56,0.25,8.19
184.56,0.39,7.8
