"Time [s]","Process load","System load"
0.0,0,0
1.0,8.44,15.21
2.0,0.65,5.58
3.01,2.33,6.08
4.01,0.39,9.25
5.01,2.85,9.1
6.02,0.78,4.53
7.02,0.13,5.47
8.02,0.25,5.58
9.02,0.65,4.68
10.02,0.39,6.5
11.02,0.52,5.83
12.03,0.65,3.51
13.03,0.51,7.8
14.03,0.13,5.07
15.03,0.51,4.27
16.03,0.26,5.59
17.04,0.25,5.46
18.04,0.25,3.88
19.04,1.56,9.5
20.04,0,4.94
21.05,0.64,3.5
22.05,0.51,7.28
23.05,0.39,6.74
24.05,0.78,4.42
25.05,0.78,7.68
26.06,0.64,7.13
27.06,0.25,3.11
28.07,0.25,5.57
29.07,0.78,6.62
30.07,0.64,5.43
31.08,0.52,7.27
32.08,0.77,7.54
33.08,0.52,3.12
34.09,0.12,8.93
35.09,0.13,6.49
36.1,0.64,3.88
37.1,0.25,5.71
38.1,1.95,7.54
39.1,0.64,4.8
40.11,13.46,19.54
41.11,0,7.02
42.11,1.17,3.25
43.11,1.29,13.25
44.12,0,8.7
45.12,0.65,4.16
46.12,0.25,5.59
47.12,1.82,8.06
48.12,0.25,2.46
49.12,0.91,8.06
50.13,0.77,6.62
51.13,0.52,4.41
52.13,0.51,5.71
53.14,0.64,6.23
54.14,0.91,4.43
55.14,0.39,6.61
56.14,0.39,6.89
57.15,0.64,3.49
58.15,0.12,6.5
59.15,0.26,6.47
60.15,0.65,3.51
61.16,0.39,6.38
62.16,0.9,7
63.16,0.38,2.46
64.17,0.25,8.94
65.17,0,5.97
66.17,0.65,3.38
67.18,0.64,7.39
68.18,0.39,5.58
69.18,0.52,4.15
70.19,0.77,8.05
71.19,0.65,6.5
72.19,0.64,2.07
73.19,0.39,6.9
74.2,0.25,6.09
75.2,0.39,4.02
76.21,0.38,5.43
77.21,0.64,7.64
78.22,0.12,4.4
79.22,1.56,9.6
80.23,0.25,6.75
81.23,10.76,13.48
82.23,1.17,9.11
83.24,0.25,7.64
84.24,2.07,6.23
85.24,0.25,5.71
86.25,0.38,6.86
87.25,0.39,4.29
88.25,2.86,11.16
89.25,0.65,5.2
90.26,0.9,3.5
91.26,0.25,7.41
92.26,0.38,6.08
93.27,0.39,4.16
94.27,0.13,7.38
95.27,0.51,6.75
96.28,0.78,6.76
97.28,0,5.58
98.28,0.64,5.45
99.28,1.04,5.46
100.29,0.13,7.01
101.29,0.39,6.48
102.29,0.77,4.79
103.3,0.78,6.88
104.3,0.64,6.35
105.3,0.78,5.07
106.3,0.9,7.53
107.31,0.13,3.9
108.31,0.51,3.88
109.31,0.91,7.03
110.31,0.25,4.68
111.31,0,3.89
112.32,0.25,5.59
113.32,0.78,6.5
114.32,0.65,4.69
115.32,0.52,7.26
116.32,1.16,5.19
117.33,0.26,4.28
118.33,0.51,6.6
119.34,0.13,3.89
120.34,1.42,7.13
121.34,0.9,7.8
122.35,9.47,12.7
123.35,0.77,5.72
124.35,0.26,7.53
125.36,2.19,6.22
126.36,0.52,3.75
127.37,3.36,11.15
128.37,0.51,6.09
129.37,0.65,6.38
130.37,0.77,6.62
131.38,0.91,5.97
132.38,0.64,4.93
133.38,0.12,5.33
134.38,0.91,5.72
135.39,0.64,3.63
136.39,0.64,6.88
137.39,0.39,5.45
138.4,0.64,6.1
139.4,0.52,7.28
140.4,0.38,4.93
141.4,0.39,4.82
142.4,0.26,7.13
143.4,0.38,5.46
144.41,0.13,4.67
145.41,0.52,7.13
146.42,0.38,4.67
147.42,0.91,4.41
148.42,0.39,6.09
149.43,7.38,14.4
150.43,8.72,12.5
151.43,0.39,6.49
152.43,0.52,7.15
153.44,0.51,3.11
154.44,0.13,6.87
155.44,0.64,8.84
156.44,0.39,2.33
157.45,0.12,6.36
158.45,0.64,6.75
159.45,1.03,3.24
160.46,0.39,5.84
161.46,0.39,6.36
162.46,0.52,3.63
163.47,0.25,6.09
164.47,0.38,6.35
165.47,0.64,4.93
166.48,0.51,5.44
167.48,0.13,6.23
168.48,0.52,3.77
169.49,0.9,6.36
170.49,0.39,7.01
171.49,0.25,3.62
172.49,6.49,11.43
173.5,7.26,12.58
174.5,0.13,5.19
175.5,0,4.15
176.51,0.51,6.36
177.51,0.13,2.47
178.51,0.52,4.42
179.51,0.38,7.01
180.52,0.52,4.54
181.52,4.79,15.56
182.52,9.48,29.24
183.52,4.28,10.27
184.53,0.65,6.77
