"Time [s]","Committed size","Free size","Used size"
0.0,258048000,245286000,12762000
1.0,258048000,226274000,31774000
2.01,258048000,219161000,38887000
3.01,27648000,8257000,19391000
4.01,27648000,14560000,13088000
5.02,92160000,53928000,38232000
6.02,92160000,57024000,35136000
7.02,92160000,28815000,63345000
8.02,92160000,26287000,65873000
9.03,92160000,56938000,35222000
10.03,92160000,35665000,56495000
11.03,92160000,16385000,75775000
12.03,92160000,16368000,75792000
13.04,92160000,16366000,75794000
14.04,92160000,16363000,75797000
15.04,92160000,16363000,75797000
16.05,92160000,16360000,75800000
17.05,92160000,16358000,75802000
18.06,92160000,16358000,75802000
19.06,92160000,16355000,75805000
20.11,92160000,14355000,77805000
