"Time [s]","Committed size","Free size","Used size"
0.0,258048000,244814000,13234000
1.0,258048000,226128000,31920000
2.01,258048000,215855000,42193000
3.01,27648000,13678000,13970000
4.01,27648000,18100000,9548000
5.01,48128000,27165000,20963000
6.02,48128000,15876000,32252000
7.02,48128000,25542000,22586000
8.02,48128000,16935000,31193000
9.03,48128000,38784000,9344000
10.03,48128000,22426000,25702000
11.03,153600000,127766000,25834000
12.03,153600000,127766000,25834000
13.04,153600000,127764000,25836000
14.04,153600000,127761000,25839000
15.04,153600000,127761000,25839000
16.05,153600000,127758000,25842000
17.05,153600000,127756000,25844000
18.05,153600000,127756000,25844000
19.06,153600000,127753000,25847000
