"Time [s]","Committed size","Free size","Used size"
0.0,247296000,239553000,7743000
1.0,247296000,185332000,61964000
2.01,311808000,295836000,15972000
3.01,228864000,158671000,70193000
4.01,317440000,274850000,42590000
5.02,404992000,376069000,28923000
6.02,404992000,321639000,83353000
7.02,404992000,257318000,147674000
8.03,404992000,175599000,229393000
9.03,521216000,398387000,122829000
10.03,521216000,322403000,198813000
11.03,521216000,271967000,249249000
12.03,599040000,545157000,53883000
13.03,599040000,466834000,132206000
14.03,599040000,363888000,235152000
15.04,599040000,221497000,377543000
16.04,781824000,643793000,138031000
17.04,781824000,411582000,370242000
18.05,781824000,250982000,530842000
19.05,781824000,701040000,80784000
20.05,781824000,645908000,135916000
21.05,781824000,584992000,196832000
22.05,781824000,415408000,366416000
23.06,781824000,257683000,524141000
24.06,952320000,806497000,145823000
25.06,952320000,753803000,198517000
26.07,952320000,666449000,285871000
