"Time [s]","Process load","System load"
0.0,0,0
1.0,17.67,33.91
2.01,11.44,21.07
3.01,15.06,25.3
4.01,16.63,40.28
5.01,18.71,28.45
6.02,13.93,40.36
7.02,11.27,31.51
8.02,13.11,23.1
9.03,14.4,24.51
10.03,23.86,33.33
11.04,29.56,39.55
12.04,11.58,26.79
13.04,13,18.73
14.04,18.73,28.74
15.05,15.2,31.57
16.05,22.17,35.01
17.05,14.29,32.22
18.06,19.45,33.71
19.06,15.17,22.7
20.07,22.3,33.84
21.07,22.65,29.55
22.07,27.7,41.49
23.07,24.27,35.05
24.07,25.78,37.5
25.07,17.43,29.26
26.08,19.97,27.1
27.27,14.9,23.67
