"Time [s]","Process load","System load"
0.0,0,0
1.0,14.31,23.82
2.04,9.31,15.59
3.04,13.04,23.09
4.04,18.35,26.04
5.04,18.55,26.07
6.04,14.82,24.84
7.04,9.33,18.16
8.05,13.78,19.38
9.05,14.68,24.42
10.05,22.71,34.66
11.06,28.2,36.77
12.06,14.64,23.08
13.06,15.57,22.84
14.07,20.88,29.57
15.07,20.1,31.51
16.08,15.95,24.63
17.08,21.87,30.85
18.08,10.49,16.99
19.09,25.68,32.94
20.1,25.78,37.51
21.1,29.46,36.86
22.11,22.17,32.16
23.11,23.26,31.18
24.11,18.18,24.69
25.11,13.68,23.72
26.38,13.86,24.84
