"Time [s]","Process load","System load"
0.0,0,0
1.0,15.21,36.29
2.01,10.94,30.2
3.01,14.17,29.13
4.01,13.66,30.43
5.01,20.63,37.13
6.09,15.82,31.76
7.09,18.33,38.63
8.09,11.69,33.91
9.1,9.72,28.4
10.1,14.52,31.25
11.1,15.35,29.01
12.11,12.59,28.94
13.11,27.41,49.5
14.11,29.3,44
15.12,15.67,32.13
16.12,13.12,27.81
17.12,18.1,34.25
18.12,19.46,39.84
19.13,19.6,35.18
20.13,19.49,36.51
21.25,18.83,33.95
22.25,20.77,39.33
23.25,10.26,28.98
24.25,25.91,45.7
25.26,24.53,41.4
26.26,26.58,45.78
27.26,30.53,45.6
28.27,26.66,43.83
29.27,20.4,37.55
30.27,18.84,33.39
31.28,12.95,30.58
32.28,21.96,40.66
