"Time [s]","Process load","System load"
0.0,0,0
1.01,16.99,36.57
2.01,10.13,31.08
3.01,15.33,35.34
4.01,11.83,25.23
5.02,19.97,38.65
6.02,13.78,29.75
7.02,22.52,40.88
8.03,12.95,33.94
9.03,10,24.68
10.03,11.56,29.24
11.03,14.97,33.85
12.04,13.74,28.39
13.04,26.79,48.52
14.04,25.25,43.75
15.04,14.19,27.08
16.04,12.86,30.66
17.04,15.71,32.71
18.04,18.22,34.63
19.05,20.79,40.15
20.05,18.6,34.2
21.05,18.18,40.15
22.06,18.67,45.91
23.06,11.41,36.31
24.06,17.19,42.57
25.07,26.45,44.22
26.07,24.06,43.96
27.07,32.94,54.3
28.07,24.47,40.23
29.08,27.21,46.64
30.11,17.09,30.65
31.1,19.67,38.06
32.11,18.49,40.23
33.11,21.61,38.93
