"Time [s]","Process load","System load"
0.0,0,0
1.01,19.09,23.39
2.01,22.24,28.09
3.01,20.75,25.8
4.02,20.9,28.17
5.02,12.72,25.7
6.02,19.27,30.98
7.02,10.78,19.23
8.02,22.89,29.39
9.03,21.85,36.16
10.03,15.05,21.41
11.03,11.31,25.1
12.03,22.46,28.94
13.04,10.66,16.13
14.04,8.57,14.03
15.04,8.3,12.97
16.04,8.3,13.11
17.05,8.59,11.06
18.05,8.57,14.4
19.05,8.57,14.03
20.05,8.2,10.8
21.05,9.08,14.4
22.06,10.01,15.47
23.06,10.01,14.96
24.06,14.03,19.1
25.07,22.02,31.74
26.07,63.67,83.25
27.07,54.76,67.77
28.07,21.09,29.81
29.08,0.91,4.28
30.08,5.7,11.53
31.08,18.82,30.5
32.09,23.56,28.39
33.09,20.81,30.17
34.09,13.9,25.46
35.09,16.99,24.76
36.1,15.59,21.96
37.1,17.16,28.62
38.1,11.58,19.77
39.1,9.85,20.36
40.11,9.75,25.88
41.11,10.27,23.41
42.11,9.47,18.03
43.11,13.38,19.36
44.12,18.69,26.86
45.12,11.17,15.59
46.12,10.26,17.39
47.12,9.74,16.25
48.13,11.58,16.12
49.13,9.88,14.68
50.15,10.95,17.45
51.15,10.41,14.45
52.16,14.13,25.29
53.16,9.75,21.07
54.16,9.35,16.89
55.16,10.93,18.47
56.16,8.55,19.45
57.17,8.7,15.85
58.17,8.3,17.39
59.17,10.38,19.73
60.18,10.64,19.34
61.18,7.91,16.22
62.19,8.3,15.95
63.19,9.59,24.87
64.19,23.82,30.2
65.19,23.56,32.03
66.2,23.88,29.72
67.2,23.44,27.6
68.2,30.59,39.06
69.61,25.95,33.21
70.62,31.67,37.26
71.62,28.48,32.77
72.62,22.66,28.63
73.63,15.98,24.82
