"Time [s]","Committed size","Free size","Used size"
0.0,258048000,248852000,9196000
1.0,258048000,236328000,21720000
2.0,28672000,11022000,17650000
3.0,143360000,78023000,65337000
4.0,143360000,52292000,91068000
5.01,143360000,114041000,29319000
6.01,1118208000,715757000,402451000
7.01,1118208000,676845000,441363000
8.01,1118208000,522221000,595987000
9.01,1118208000,416749000,701459000
10.02,1118208000,347053000,771155000
11.02,1118208000,627365000,490843000
12.02,1118208000,514725000,603483000
13.02,1118208000,363173000,755035000
14.02,1118208000,803253000,314955000
15.03,1118208000,632009000,486199000
16.03,1118208000,853504000,264704000
17.03,1118208000,684308000,433900000
18.04,1118208000,505108000,613100000
19.04,1118208000,369812000,748396000
20.04,1118208000,240916000,877292000
21.04,1132544000,796441000,336103000
22.04,1132544000,664132000,468412000
23.05,1519616000,894565000,625051000
24.05,2027520000,1095174000,932346000
25.05,2027520000,583711000,1443809000
26.06,2027520000,171039000,1856481000
27.06,2027520000,1105262000,922258000
28.06,2027520000,1105262000,922258000
29.06,2027520000,1100513000,927007000
30.06,2027520000,1031905000,995615000
31.07,55296000,35269000,20027000
32.07,157696000,105772000,51924000
33.07,217088000,176136000,40952000
34.08,217088000,103449000,113639000
35.08,266240000,193977000,72263000
36.08,266240000,153031000,113209000
37.08,266240000,112071000,154169000
38.08,266240000,238762000,27478000
39.09,266240000,198846000,67394000
40.09,266240000,166078000,100162000
41.09,266240000,119164000,147076000
42.1,266240000,54769000,211471000
43.1,542720000,465543000,77177000
44.1,542720000,390607000,152113000
45.1,542720000,156615000,386105000
46.11,542720000,417896000,124824000
47.11,1202176000,35034000,1167142000
48.11,1210368000,3484000,1206884000
49.12,2396160000,8110000,2388050000
50.12,3538944000,1949040000,1589904000
51.12,3538944000,557594000,2981350000
52.13,3538944000,466587000,3072357000
53.13,3538944000,376475000,3162469000
54.13,3538944000,297627000,3241317000
55.13,3538944000,240154000,3298790000
56.14,3538944000,154267000,3384677000
57.14,3538944000,71195000,3467749000
58.14,3813376000,3314983000,498393000
59.14,3813376000,3245444000,567932000
60.14,3813376000,3185156000,628220000
61.15,3813376000,3170817000,642559000
62.15,3813376000,3169665000,643711000
63.16,3813376000,3160580000,652796000
64.16,3813376000,3105284000,708092000
65.16,3813376000,2997764000,815612000
66.17,3813376000,2838020000,975356000
67.17,3813376000,2710020000,1103356000
68.17,3813376000,2605572000,1207804000
69.17,3813376000,2433540000,1379836000
70.18,3813376000,2270724000,1542652000
71.18,3813376000,2179588000,1633788000
72.18,3813376000,2093572000,1719804000
73.19,3813376000,1980932000,1832444000
74.19,3813376000,1907204000,1906172000
85.18,3813376000,1892868000,1920508000
