"Time [s]","Process load","System load"
0.0,0,0
1.0,20,26.51
2.0,24.71,29.39
3.0,20.57,28.25
4.0,22.39,31.37
5.01,12.32,26.87
6.01,14.91,26.71
7.01,15.72,30.27
8.02,17.23,24.09
9.02,22.65,36.33
10.02,18.04,37.77
11.03,15.8,42.23
12.03,10,47.56
13.04,16.45,33.42
14.04,22.59,33.36
15.04,13.51,23.91
16.04,9.76,17.19
17.05,8.7,14.28
18.05,8.85,17.45
19.05,8.18,15.57
20.05,9.47,12.32
21.05,8.33,14.45
22.06,8.43,13.48
23.06,8.56,9.86
24.06,8.83,13.76
25.06,9.5,15.88
26.07,9.34,11.29
27.07,11.66,19.82
28.07,19.5,32.51
29.08,66.66,85.89
30.08,57.56,74.85
31.08,20.08,27.59
32.09,0.78,5.32
33.09,7.25,21.37
34.1,21.48,35.15
35.1,18.13,30.05
36.1,25.91,32.8
37.1,12.75,20.96
38.1,17.65,23.36
39.11,14.63,23.06
40.11,18.36,30.07
41.12,9.98,20.88
42.12,9.74,27.42
43.12,10.49,23.08
44.13,9.59,24.64
45.13,11.06,23.4
46.13,13.22,20.88
47.14,18.71,25.72
48.14,10.94,15.24
49.14,11.54,19.73
50.14,10.28,13.78
51.14,13.13,18.85
52.15,8.69,15.82
53.15,10.41,17.7
54.15,11.41,17.76
55.15,13.8,24.6
56.15,10.15,21.22
57.15,11.06,17.58
58.16,10.75,19.69
59.16,8.81,20.22
60.17,8.43,15.82
61.17,9.5,18.23
62.17,11.45,24.47
63.17,9.73,16.63
64.17,8.45,18.86
65.18,8.55,23.34
66.18,8.72,27.6
67.18,9.11,36.59
68.18,24.69,44.31
69.19,28.63,42.62
70.19,24.12,40.59
71.2,24.48,41.45
72.2,25.08,33.26
73.2,30.79,39.89
74.2,29.3,35.28
75.21,31.41,37.65
76.21,28.25,35.8
77.21,30.08,33.85
78.21,24.8,31.92
92.85,9.17,14.37
