"Time [s]","Process load","System load"
0.0,0,0
1.01,18.24,24.98
2.01,24.66,30.89
3.01,19.2,22.97
4.02,24.16,35.47
5.02,13.11,27.78
6.02,13.75,23.23
7.03,12.06,22.82
8.03,23.56,30.98
9.03,18.41,24.51
10.03,18.1,26.82
11.03,20.16,34.21
12.04,20.38,23.75
13.04,9.33,17.5
14.05,9.71,14.64
15.05,8.56,11.42
16.05,8.44,14.56
17.05,8.7,12.47
18.06,8.57,12.59
19.06,8.19,13.52
20.06,8.56,14.92
21.06,9.75,11.97
22.06,10.41,15.1
23.06,11.45,17.84
24.07,11.42,19.73
25.07,14.13,20.88
26.08,62.83,82.69
27.08,56.06,71.54
28.08,23.62,33.23
29.08,0.12,7
30.09,6.35,9.98
31.09,16.21,26.85
32.1,20.49,28.52
33.1,19.18,23.47
34.11,16.49,27.13
35.11,13.08,18.39
36.11,18.32,25.34
37.12,11.17,21.56
38.12,9.88,22.89
39.12,9.85,20.08
40.13,9.85,25.03
41.13,11.71,21.85
42.14,9.58,18.52
43.14,18.02,26.07
44.14,15.71,23.38
45.15,12.32,16.08
46.15,11.96,17.55
47.15,12.1,19.14
48.15,12.5,18.62
49.15,8.46,13.15
50.15,12.22,19.38
51.15,14.19,21.09
52.15,13.13,19.51
53.16,9.2,19.58
54.16,8.31,18.32
55.16,11.03,18.3
56.16,8.2,18.23
57.16,8.59,17.57
58.17,12.31,19.06
59.17,10.89,20.88
60.18,9.23,17.55
61.18,8.6,15.1
62.18,8.2,19.14
63.18,14.05,25.25
64.18,30.44,32
65.19,27.98,35.75
66.19,24.74,31.35
67.19,23.12,31.18
68.19,29.75,37.55
69.2,30.56,36.03
70.2,33.04,38.99
71.21,17.48,25.65
72.21,24.16,29.24
73.21,16.73,26.19
75.11,13.65,19.83
