"Time [s]","Committed size","Free size","Used size"
0.0,258048000,249364000,8684000
1.01,258048000,236909000,21139000
2.01,28672000,16062000,12610000
3.01,143360000,93578000,49782000
4.02,143360000,74878000,68482000
5.02,143360000,56544000,86816000
6.03,378880000,232362000,146518000
7.03,804864000,535659000,269205000
8.03,804864000,496610000,308254000
9.04,804864000,365538000,439326000
10.04,804864000,326626000,478238000
11.04,804864000,42978000,761886000
12.04,804864000,667781000,137083000
13.04,804864000,511964000,292900000
14.05,804864000,358364000,446500000
15.05,804864000,204716000,600148000
16.06,804864000,540853000,264011000
17.06,804864000,366262000,438602000
18.06,804864000,211686000,593178000
19.07,804864000,587336000,217528000
20.07,804864000,512229000,292635000
21.07,804864000,167909000,636955000
22.08,804864000,682782000,122082000
23.08,940032000,590115000,349917000
24.08,2420736000,1383037000,1037699000
25.08,2420736000,1116323000,1304413000
26.08,2420736000,687723000,1733013000
27.09,2420736000,112235000,2308501000
28.09,2420736000,110187000,2310549000
29.09,2420736000,110187000,2310549000
30.1,2420736000,68203000,2352533000
31.1,2420736000,19051000,2401685000
32.11,2426880000,1393045000,1033835000
33.11,2426880000,886273000,1540607000
34.11,2426880000,826050000,1600830000
35.12,2426880000,555714000,1871166000
36.13,2426880000,504514000,1922366000
37.13,2426880000,465602000,1961278000
38.13,2426880000,436930000,1989950000
39.14,2426880000,396994000,2029886000
40.14,2426880000,352962000,2073918000
41.15,2426880000,306135000,2120745000
42.15,2426880000,1492719000,934161000
43.15,2426880000,1465236000,961644000
44.15,2426880000,1365270000,1061610000
45.16,2426880000,1151252000,1275628000
46.16,2426880000,1434279000,992601000
47.16,2426880000,1344639000,1082241000
48.16,2426880000,1455475000,971405000
49.16,2938880000,1731339000,1207541000
50.17,3616768000,771494000,2845274000
51.17,4081664000,3080046000,1001618000
52.17,4081664000,2990211000,1091453000
53.17,4081664000,2896003000,1185661000
54.17,4081664000,2814083000,1267581000
55.18,4081664000,2719875000,1361789000
56.18,4081664000,2636803000,1444861000
57.18,4081664000,2558083000,1523581000
58.18,4081664000,2481283000,1600381000
59.18,4081664000,2415619000,1666045000
60.18,4081664000,2378883000,1702781000
61.19,4081664000,2378755000,1702909000
62.19,4081664000,2364547000,1717117000
63.19,4081664000,2241667000,1839997000
64.19,4081664000,2060419000,2021245000
65.2,4081664000,1940611000,2141053000
66.2,4081664000,1841283000,2240381000
67.21,4081664000,1666179000,2415485000
68.21,4081664000,1522819000,2558845000
69.21,4081664000,1410179000,2671485000
70.21,4081664000,1326211000,2755453000
71.22,4081664000,1228931000,2852733000
72.22,4081664000,1130627000,2951037000
87.72,4081664000,1114243000,2967421000
