"Time [s]","Process load","System load"
0.0,0,0
1.0,23.06,30.31
2.01,20.98,28.24
3.01,26.84,35.27
4.02,17,25.83
5.02,15.62,29.68
6.02,19.34,31.28
7.02,24.6,28.77
8.02,19.14,28.9
9.02,18.84,32.87
10.03,18.54,26.32
11.03,8.94,15.03
12.04,8.29,14.76
13.04,8.84,13.38
14.04,8.83,15.98
15.05,9.47,11.93
16.05,8.3,14.41
17.05,8.44,15.05
18.06,8.44,10.65
19.06,9.33,17.24
20.06,11.43,17.93
21.07,11.28,14.52
22.07,14.81,25.72
23.07,51.55,66.93
24.07,60.11,82.56
25.08,31.21,46.51
26.08,0.78,5.32
27.08,4.16,13.13
28.09,14.79,24.27
29.09,24.69,35.34
30.09,15.33,25.86
31.1,18.54,25.02
32.1,15.59,24.04
33.1,14.68,28.19
34.1,11.17,24.95
35.11,10.75,32.68
36.11,9.64,28.51
37.11,10.66,20.93
38.11,16.5,24.56
39.12,13.24,19.2
40.12,11.97,19.51
41.12,12.34,28.06
42.12,10.5,15.95
43.13,10.63,21.52
44.13,9.08,15.82
45.14,10.74,18.39
46.14,12.19,22.44
47.15,10.24,22.02
48.15,8.17,22.84
49.15,10.4,25.75
50.16,8.44,18.83
51.16,7.9,23.58
52.16,9.73,22.06
53.17,11.42,20.38
54.17,8.96,19.88
55.18,8.93,29.8
56.18,8.32,36.81
57.18,20.2,45.33
58.19,25.81,38.65
59.19,25.18,39.58
60.19,23.4,42.4
61.2,28.4,32.81
62.2,30.82,38.24
63.2,27.63,33.06
64.21,30.43,37.83
65.21,30.53,40.41
66.22,20.75,28.01
80.95,8.83,16.76
