"Time [s]","Process load","System load"
0.0,0,0
1.01,17.49,26.04
2.01,25.39,28.25
3.01,19.75,26.63
4.01,19.22,27.68
5.02,15.72,27.41
6.02,15.85,27.81
7.02,13.08,23.44
8.03,24.38,29.31
9.03,17.7,23.95
10.03,11.8,19.05
11.04,20.24,32.71
12.04,20.59,25.77
13.05,8.56,15.04
14.05,8.57,14.81
15.05,9.47,12.07
16.06,8.42,13.62
17.06,10.15,15.62
18.06,8.69,10.38
19.07,8.3,13.74
20.07,8.18,14.29
21.07,9.23,11.56
22.07,10.28,15.24
23.07,10.12,16.35
24.08,15.2,20.66
25.08,16.74,27.39
26.08,68.09,87.32
27.08,54.76,68.8
28.09,30.31,46.77
29.09,0.52,4.55
30.09,3.89,8.16
31.09,18.48,32.29
32.1,21.16,28.29
33.1,25.39,29.02
34.1,13.4,24.87
35.11,19.19,26.7
36.11,14.55,19.88
37.11,14.31,25.78
38.11,9.9,20.7
39.11,10.92,23.28
40.12,11.42,23.75
41.12,8.33,22.14
42.12,10.89,21.14
43.12,10.52,18.83
44.13,19.08,26.87
45.13,12.07,15.57
46.14,9.99,17.89
47.14,9.35,16.89
48.14,9.59,14.39
49.15,9.08,15.18
50.15,8.68,14
51.16,11.58,14.31
52.16,11.3,21.83
53.16,11.03,20.61
54.16,8.85,17.31
55.16,10.65,24.04
56.17,9.47,21.94
57.17,8.3,15.17
58.18,8.43,19.83
59.18,9.09,18.73
60.18,9.1,16.91
61.18,9.99,18.03
62.19,7.66,15.06
63.19,9.47,27.75
64.19,11.83,34.2
65.2,28.06,36.25
66.2,27.73,34.9
67.2,23.82,31.38
68.2,29.75,36.51
69.21,31.67,37.52
70.21,27.93,37.29
71.21,29.21,37.52
72.21,28.74,31.61
73.21,20.4,28.71
74.21,24.74,38.4
84.42,8.29,12.68
