"Time [s]","Process load","System load"
0.0,0,0
1.01,19.43,24.09
2.01,23.36,31.93
3.01,20.66,24.3
4.02,21.52,31.77
5.02,16.86,27.49
6.03,16.1,24.68
7.03,17.28,23.91
8.03,22.87,28.72
9.03,23.65,30.53
10.03,13.39,25.24
11.04,18.08,29.13
12.04,16.66,21.35
13.04,9.11,11.98
14.04,8.16,12.96
15.04,8.6,13.28
16.04,9.21,12.97
17.05,8.95,15.19
18.05,9.07,16.06
19.05,8.59,10.8
20.05,8.85,13.15
21.06,8.43,13.89
22.06,10.79,15.08
23.06,11.43,16.5
24.06,14.19,22
25.06,45.92,58.79
26.07,57.95,75.36
27.07,43.05,55.51
28.07,0.91,5.2
29.08,0.38,10.9
30.08,10.8,26.7
31.08,17.49,24.87
32.09,24.92,31.28
33.09,14.97,20.83
34.09,16.66,26.82
35.09,15.47,21.98
36.09,17.77,28.78
37.1,10.01,20.94
38.1,11.91,22.54
39.11,10.24,29.14
40.11,10.51,29.21
41.11,9.47,20.88
42.12,9.98,15.42
43.12,15.08,24.32
44.12,14.31,20.28
45.13,11.81,17.53
46.13,11.32,17.05
47.13,10.27,15.2
48.13,12.61,17.42
49.13,8.72,15.75
50.16,11.71,17.05
51.16,11.44,19.38
52.16,10.41,20.7
53.16,9.19,19.3
54.17,8.44,15.84
55.17,11.32,20.3
56.17,9.32,19.43
57.17,8.2,14.45
58.18,9.35,19.75
59.18,10.01,22.5
60.18,9.99,16.88
61.18,8.42,19.71
62.18,9.25,30.6
63.19,8.04,25.02
64.19,23.4,36.42
65.19,29.42,36.71
66.19,25,29.3
67.2,23.6,30.61
68.2,30.96,37.72
69.2,27.54,33.26
70.2,31.74,42.4
71.2,29.03,35.54
72.2,30.82,34.21
73.21,11.01,15.02
74.21,23.23,34.27
