"Time [s]","Committed size","Free size","Used size"
0.0,258048000,250880000,7168000
1.0,258048000,243083000,14965000
2.0,258048000,237737000,20311000
3.01,258048000,237450000,20598000
4.01,258048000,237450000,20598000
5.01,258048000,237450000,20598000
6.01,258048000,237450000,20598000
7.02,258048000,237450000,20598000
8.02,258048000,237450000,20598000
9.02,258048000,237450000,20598000
10.03,258048000,237351000,20697000
11.03,258048000,231599000,26449000
12.03,258048000,231599000,26449000
13.03,258048000,231599000,26449000
14.04,258048000,231599000,26449000
15.04,258048000,231599000,26449000
16.04,258048000,231599000,26449000
17.04,258048000,231599000,26449000
18.05,258048000,231599000,26449000
19.05,258048000,231599000,26449000
20.06,258048000,231599000,26449000
21.06,258048000,231599000,26449000
22.07,258048000,231599000,26449000
23.07,258048000,231599000,26449000
24.07,258048000,239608000,18440000
