"Time [s]","Process load","System load"
0.0,0,0
1.0,15.62,29.29
2.0,24.61,40.23
3.01,16.4,33.2
4.01,12.89,24.47
5.01,13.91,28.23
6.01,23.86,39.55
7.01,14.05,26.01
8.01,13.01,26.3
9.02,28.94,44.52
10.02,26.51,39.37
11.02,26.04,43.36
12.02,23.56,41.4
13.02,24.09,36.85
14.02,23.04,39.84
15.02,27.73,42.58
16.02,27.47,39.97
17.03,25.7,41.27
18.03,25.75,39.93
19.03,24.97,38.11
20.03,25.62,42.28
21.03,26.66,43.18
22.03,21.31,36.25
23.03,19.13,34.25
24.04,14.44,26.53
25.04,2.99,17.7
26.04,19.14,33.46
27.04,21.09,31.64
28.04,22.61,38.85
29.04,24.79,41.27
30.04,23.44,36.2
31.05,21.16,36.22
32.05,23.43,37.62
33.05,22.48,35.22
34.05,28.51,44.65
35.05,23.67,36.42
36.05,23.82,45.83
37.05,27.13,51.92
38.06,27.72,43.27
39.06,26.01,41.62
40.06,29.42,45.56
41.06,19.4,32.03
42.06,25.91,52.47
43.06,28.47,43.57
44.07,26.56,38.15
45.07,24.21,41.53
46.07,25.81,43.44
47.07,2.46,22.76
48.07,1.3,24.7
49.07,0.77,12.24
50.07,0.65,14.84
51.08,20.95,35.29
52.08,19.9,35.38
53.08,22,36.85
54.08,12.89,27.85
55.08,14.19,25.13
56.08,7.42,22.4
57.08,0.9,14.84
58.08,0.65,11.71
59.08,1.42,16.4
60.08,11.85,25.65
61.08,20.14,32.09
62.08,12.09,26.54
63.09,12.5,31.9
64.09,16.13,28.09
65.09,11.85,27.73
66.09,13.15,28.12
67.09,12.86,26.24
68.09,13.15,26.95
69.09,11.45,24.73
70.09,13.66,26.95
71.09,14.2,28.12
72.09,15.1,29.29
73.1,11.71,24.35
74.1,14.19,28.51
75.1,19.01,35.94
76.1,25.39,39.58
77.1,20.05,32.94
78.1,25.12,40.36
79.1,16.28,27.6
80.1,21.3,35.99
81.1,22.4,39.06
82.1,2.73,16.4
83.1,2.59,17.3
84.11,2.86,16.89
85.11,4.03,16.14
86.11,16.5,29.75
87.11,24.6,39.06
88.11,20.14,32.22
89.11,20.54,34.59
90.11,22.91,39.97
91.11,21.61,33.33
92.12,20.05,36.06
93.12,18.23,35.02
94.12,15.1,24.6
95.12,12.6,27.02
96.12,22.04,37.22
97.12,20.55,32.51
98.13,21.69,37.42
99.13,16.93,30.07
100.13,18.57,31.45
101.13,16.15,33.06
102.13,20.67,35.9
103.13,22.39,35.02
104.13,27.08,42.84
105.13,27.35,40.49
106.14,20.91,34.69
107.14,18.75,35.41
108.14,23.18,37.5
109.14,16.14,27.47
110.14,19.49,34.95
111.14,20.44,34.63
112.14,16.8,31.9
113.14,21.19,36.16
114.14,17.32,29.03
115.14,16.79,30.34
116.14,18.49,32.81
117.14,15.36,28.38
118.14,18.35,32.03
119.15,16.27,30.33
120.15,18.88,31.12
121.15,19.2,31.02
122.15,23.88,40.37
123.15,16.4,27.35
124.15,21.48,34.24
125.15,15.74,30.56
126.16,18.18,31.57
127.16,17.17,29
128.16,16.9,31.35
129.16,20.3,33.33
130.16,15.35,28.35
131.16,15.23,30.99
132.16,19.66,30.72
133.16,12.36,25.39
134.16,17.84,33.46
135.16,16.66,29.16
136.16,20.95,34.24
137.16,17.31,33.2
138.17,18.71,32.22
139.17,19.53,33.99
140.17,18.61,33.45
141.17,18.23,28.77
142.17,24.09,39.71
143.17,22.23,38.89
144.17,20.57,32.29
145.17,20.68,35.24
146.18,24.45,40.58
147.18,18.08,29.92
148.18,13.01,27.86
149.18,21.7,35.99
150.18,18.87,28.77
151.18,18.49,31.25
152.18,16.8,32.29
153.18,20.79,32.36
154.19,16.97,31.6
155.19,19.4,34.63
156.19,19.14,32.16
157.19,24.16,40.01
158.19,24.47,41.27
159.19,26.04,36.85
160.2,29.69,45.7
161.2,20.83,36.06
162.2,21.48,33.85
163.21,15.75,30.73
164.21,18.1,32.23
165.21,25.12,37.1
166.21,17.02,32.35
167.21,20.57,34.76
168.22,21.31,32.87
169.22,24.6,39.06
170.22,22.91,38.93
171.22,27.34,40.1
172.22,22.91,40.1
173.22,27.08,46.22
174.22,27.16,39.62
175.22,32.55,49.35
176.22,32.55,44.79
177.24,26.37,40.97
178.24,31.05,47.03
179.24,24.69,35.99
180.25,29.33,44.4
181.25,22.35,35.73
182.25,19.77,33.82
183.82,12.9,30.55
