"Time [s]","Process load","System load"
0.0,0,0
1.0,15.2,40.01
2.0,23.49,42.71
3.01,16.76,39.63
4.01,11.31,34.34
5.01,16.35,35.95
6.01,20.91,44.82
7.02,17.41,43.66
8.02,14.17,34.86
9.02,18.16,33.84
10.02,29.49,45.6
11.03,22.69,34.5
12.03,20.44,36.19
13.03,24.8,42.19
14.04,21.97,33.69
15.04,23,38.98
16.04,24.12,40.07
17.04,27.55,40.01
18.05,30.43,47.21
19.05,27.59,41.06
20.05,23.95,38.41
21.05,24.81,41.58
22.06,24.74,38.4
23.06,24.32,37.72
24.06,18.86,33.82
25.06,15.56,28.14
26.07,12.97,25.44
27.07,21.69,37.03
28.07,19.6,32.84
29.07,18.87,32.16
30.08,20.36,34.75
31.08,29.23,44.05
32.08,21.46,35.24
33.09,17.23,32.13
34.09,18.43,31.15
35.09,16.32,30.97
36.1,14.13,29.95
37.1,14.52,28.4
38.11,11.94,24.27
39.11,11.68,26.22
40.11,13.66,27.08
41.11,11.97,23.54
42.12,11.3,27.02
43.12,15.46,31.83
44.12,15.31,26.09
45.12,13.14,27.7
46.12,25,39.71
47.13,23.86,36.82
48.13,23.73,46.29
49.14,27.2,47.42
50.14,27.1,47.07
51.15,26.08,48.42
52.15,27.86,48.2
53.15,25.23,44.35
54.15,23.28,39.41
55.16,21.3,34.83
56.16,22.87,37.15
57.16,22.05,37.74
58.17,20.52,31.06
59.17,26.4,41.88
60.17,25.78,43.78
61.18,21.16,33.1
62.18,19.5,34.85
63.18,22.87,38.72
64.18,22.09,33.39
65.19,22.45,37.9
66.19,26.78,41.75
67.19,20.64,32.19
68.2,24.64,40.59
69.2,16.07,29.17
70.2,26.77,41.32
71.21,26.61,42.19
72.21,24.22,36.92
73.22,18.3,33.75
74.22,21.41,36.21
75.22,22.56,37.99
76.22,22.52,34.9
77.23,14.88,29.63
78.23,15.6,27.44
79.24,15.83,27.12
80.24,20.27,34.69
81.24,15.68,30.47
82.24,14.94,26.38
83.25,18.73,32.9
84.25,20.27,34.95
85.25,19.4,31.12
86.25,16.48,31.54
87.26,22.2,36.73
88.26,18.06,30.02
89.26,16.37,31.57
90.26,15.75,28.51
91.27,24.8,36.6
92.27,21.32,38.24
93.27,16.5,30.92
94.27,20.29,31.86
95.27,18.73,33.69
96.28,19.34,34.79
97.28,18.19,32.48
98.28,15.6,30.17
99.29,19.03,30.96
100.29,15.62,28.39
101.29,17.53,34.39
102.29,15.18,29.72
103.3,14.52,28.01
104.3,19.12,34.34
105.3,15.86,30.31
106.3,25.13,36.06
107.3,19.48,34.69
108.31,2.21,16.51
109.31,2.33,14.28
110.32,2.71,17.36
111.32,2.46,15.54
112.33,13.08,26.16
113.33,2.46,16.35
114.33,1.3,13.15
115.33,2.34,13.54
116.33,2.86,17.8
117.34,15.73,27.7
118.34,7.66,19.75
119.34,2.33,17.39
120.34,1.95,14.56
121.35,2.19,14.63
122.36,12.66,25.96
123.36,18.54,30.73
124.36,20.53,31.32
125.37,20.65,33.13
126.37,18.49,31.38
127.37,15.83,29.59
128.37,16,29.13
129.38,16.84,30.05
130.38,19.32,30.47
131.38,17.95,32.25
132.39,18.91,32.91
133.39,16.61,29.33
134.39,18.06,36.51
135.4,16.46,31.38
136.4,23.73,34.88
137.41,18.69,32.58
138.41,18.43,32.31
139.41,16.25,29.01
140.42,21.16,38.29
141.42,17.53,31.54
142.42,16.63,27.42
143.43,16.85,32.42
144.43,13.87,25.93
145.43,16.22,27.39
146.44,16.63,29.89
147.44,18.59,34.08
148.44,15.82,28.01
149.45,17.9,32.93
150.45,15.6,29.52
151.45,11.68,22.72
152.46,15.56,30.46
153.46,25,39.85
154.46,16.87,36.34
155.47,19.3,45.6
156.47,23.26,31.31
157.47,14.82,17.69
158.47,24.56,31.83
159.47,31.31,38.46
160.48,26.95,31.25
161.48,21.5,29.93
162.48,23.21,30.47
163.49,20.14,23.51
164.49,23,31.7
165.49,21.56,27.16
166.49,15.6,18.33
167.5,22.09,29.24
168.5,25.72,33.91
169.51,28.37,33.16
170.51,24.55,31.96
171.51,24.87,31.25
172.51,31.25,33.06
173.51,21.83,29.36
174.52,26.77,31.83
175.52,26.43,32.29
176.52,19.99,25.7
177.52,16.13,28.48
