"Time [s]","Process load","System load"
0.0,0,0
1.0,18.17,25.18
2.01,18.78,27.08
3.01,11.96,17.94
4.02,17.77,22.56
5.02,19.26,25
6.02,14.41,20.51
7.02,25.91,30.57
8.03,25.44,35.56
9.03,26.46,35.66
10.04,27.12,30.89
11.04,23.62,31.15
12.04,25.59,32.87
13.04,25.52,29.95
14.04,24.86,32.03
15.05,28.32,34.56
16.05,27.7,33.3
17.05,27.49,35.27
18.05,27.7,33.04
19.05,25.51,30.59
20.06,22.72,29.73
21.06,23.12,28.97
22.06,18.47,23.02
23.06,24.81,31.83
24.07,22.61,30.14
25.07,27.51,31.92
26.07,22.63,29.4
27.07,23.56,29.29
28.07,20.81,24.45
29.08,6.99,16.06
30.08,16.76,24.43
31.08,14.03,18.06
32.09,28.79,35.92
33.09,24.64,32.55
34.1,19.61,23.64
35.1,25,32.29
36.1,26.19,33.07
37.1,25.34,28.97
38.11,12.57,20.72
39.11,1.03,5.45
40.12,1.03,3.88
41.12,4.02,10.01
42.12,6.49,12.21
43.12,8.95,13.87
44.13,0.38,5.44
45.13,1.43,8.45
46.13,1.03,2.2
47.14,9.23,16.5
48.14,0.64,6.23
49.14,1.55,4.92
50.15,1.56,7.15
51.15,5.85,11.18
52.15,22.08,25.07
53.15,23.12,29.1
54.15,23,29.1
55.16,20.92,27.02
56.16,24.14,24.92
57.16,12.46,17.39
58.17,10.11,17.5
59.17,14.96,20.03
60.17,12.61,18.46
61.17,13.66,20.29
62.17,14.29,20.53
63.18,13.01,18.75
64.18,18.71,25.2
65.18,14.94,19.49
66.18,22.36,27.96
67.18,21.05,27.67
68.19,24.37,28.53
69.19,21,24.9
70.2,17,22.45
71.2,20.03,27.31
72.2,23.15,29.39
73.2,19.75,25.98
74.21,19.38,23.41
75.21,16.4,19.53
76.21,20.59,27.2
77.21,20.31,26.82
78.21,19.75,23.25
79.22,22.34,28.59
80.22,18.65,22.93
81.23,18.95,21.28
82.23,12.97,21.65
83.23,16.89,22.22
84.24,15.72,19.62
85.24,16.06,21.5
86.24,15.5,22
87.24,20.52,23.51
88.25,22.7,29.05
89.25,13.09,20.62
90.25,18.87,22.13
91.26,19.36,24.81
92.26,14.96,20.7
93.26,21.38,24.35
94.27,23.62,29.07
95.27,15.98,21.04
96.28,15.48,23.62
97.3,17.66,30.72
98.3,15.04,24.12
99.31,17.24,22.17
100.31,18.41,22.43
101.31,18.45,25.34
102.32,14.76,18.13
103.32,18.02,22.31
104.35,18.88,24.21
105.36,14.9,19.82
106.37,18.48,20.55
107.37,16.37,22.22
108.37,20.79,27.28
109.37,13.75,15.71
110.38,18.32,23.38
111.38,14.91,21.14
112.39,14.25,17.49
113.39,19.65,24.35
114.39,19.73,25.96
115.39,22.89,27.83
116.39,18.71,21.83
117.4,26.79,37.33
118.4,12.63,15.23
119.4,16.61,22.45
120.4,20.79,30.14
121.41,19.07,24.14
122.41,19.71,25.54
123.41,17.32,24.74
124.41,23.75,28.29
125.42,25.41,29.44
126.42,23.09,29.69
127.43,24.03,29.89
128.43,24.69,29.36
129.43,15.72,21.44
130.44,21.52,25.55
131.44,19.12,23.93
132.44,20.16,27.57
133.44,28.06,34.3
134.44,25,32.68
135.44,32.29,38.28
136.44,25.59,30.01
137.45,24.95,31.71
138.45,23.34,32.42
139.45,31.7,36.77
140.46,25.75,31.73
141.46,22.93,28.76
142.46,21.35,28.38
143.47,21.39,27.49
144.47,13.37,22.71
