"Time [s]","Process load","System load"
0.0,0,0
1.0,18.19,26.24
2.0,22.39,29.81
3.01,14.28,19.21
4.01,15.49,21.48
5.01,17.3,23.8
6.01,14.31,19.53
7.01,27.35,32.55
8.01,25.38,34.37
9.01,27.6,31.9
10.01,25.98,32.87
11.01,27.34,33.6
12.01,27.86,32.29
13.01,27.47,32.41
14.02,26.01,33.43
15.02,26.66,31.21
16.02,25.78,32.15
17.02,24.79,31.93
18.02,27.99,32.29
19.02,27.47,41.4
20.02,21.72,39.41
21.02,26.3,29.69
22.02,27.6,34.76
23.02,15.1,21.48
24.02,23.7,28.12
25.03,25.52,31.86
26.03,19.77,26.93
27.05,26.27,29.6
28.05,21.46,28.74
29.05,22.26,29.16
30.05,29.3,32.42
31.05,23.23,35.82
32.05,21.57,29.24
33.06,22.52,26.04
34.06,22.26,29.81
35.06,8.72,14.71
36.06,15.23,17.7
37.06,17.19,23.43
38.06,28.38,35.41
39.06,30.79,33.14
40.06,23.05,29.81
41.06,5.6,11.06
42.06,1.16,4.54
43.06,0.78,4.95
44.06,1.55,6.5
45.07,19.6,22.97
46.07,12.62,17.45
47.07,13.67,18.49
48.07,12.24,18.61
49.07,12.1,16.01
50.07,13.67,20.44
51.07,12.74,18.86
52.07,23.43,28.38
53.07,23.8,30.31
54.07,16.53,22.52
55.07,1.43,3.37
56.08,1.82,8.32
57.08,1.43,6.63
58.08,10.41,13.28
59.08,23.3,28.77
60.08,22.14,28.64
61.08,27.34,32.29
62.08,17.7,23.57
63.08,16.78,24.31
64.08,23.8,27.05
65.08,19.53,26.17
66.08,20.3,28.77
67.09,17.15,20.27
68.09,13.66,23.17
69.09,14.06,19.92
70.09,15.23,19.65
71.09,16.27,21.09
72.09,23.17,30.34
73.09,17.19,21.61
74.09,16.12,21.85
75.09,19.88,25.2
76.09,20.81,24.97
77.1,18.97,24.42
78.1,18.35,24.48
79.1,19.79,23.7
80.1,16.91,23.01
81.1,14.84,19.27
82.1,18.87,24.21
83.1,15.85,20.26
84.1,20.18,25.91
85.1,22.52,28.77
86.11,28.68,35.56
87.11,18.35,24.6
88.11,21.22,26.04
89.11,1.82,6.51
90.11,1.55,5.59
91.11,1.82,5.98
92.11,3.63,8.56
93.11,13.28,18.62
94.11,16.01,22
95.11,17.57,19.92
96.12,15.36,21.22
97.12,22.13,28.64
98.12,16.93,20.83
99.12,18.22,23.44
100.12,13.8,19.14
101.12,18.23,21.09
102.12,15.36,22.52
103.12,14.45,22.65
104.12,14.45,18.22
105.12,19.01,23.44
106.12,17.83,23.95
107.12,22,25.65
108.12,17.7,22.26
109.12,16.89,23.38
110.12,19.14,22.91
111.12,17.45,24.48
112.12,21.35,29.68
113.13,30.43,34.73
114.13,24.87,33.2
115.13,30.07,39.31
116.13,20.55,23.55
117.13,22.39,28.38
118.13,19.12,25.88
119.13,29.81,35.02
120.13,29.55,37.5
121.13,24.87,32.68
122.13,27.08,34.37
123.13,26.04,33.2
124.14,26.76,33.64
125.14,32.49,36.9
126.14,25.98,31.7
127.14,27.15,32.88
128.14,24.71,27.57
129.14,16.51,23.67
130.42,9.18,16.52
